"Rank","Player","Team","Position","Points","Games","Avg"
"230","Mo Alie-Cox","IND","TE","1.9","1","1.9"
"234","Noah Fant","DEN","TE","1.8","1","1.8"
"234","David Moore","SEA","WR","1.8","1","1.8"
"234","Ryan Nall","CHI","RB","1.8","1","1.8"
"237","Zack Moss","BUF","RB","1.7","1","1.7"
"237","Dion Lewis","NYG","RB","1.7","1","1.7"
"239","Bryan Edwards","LV","WR","1.6","1","1.6"
"239","Donovan Peoples-Jones","CLE","WR","1.6","1","1.6"
"239","Will Dissly","SEA","TE","1.6","1","1.6"
"239","Chad Beebe","MIN","WR","1.6","1","1.6"
"239","Dawson Knox","BUF","TE","1.6","1","1.6"
"244","Evan Engram","NYG","TE","1.5","1","1.5"
"244","Tyler Eifert","JAC","TE","1.5","1","1.5"
"244","Van Jefferson","LAR","WR","1.5","1","1.5"
"244","Darren Fells","HOU","TE","1.5","1","1.5"
"244","Rodney Smith","CAR","RB","1.5","1","1.5"
"249","Marquise Brown","BAL","WR","1.4","1","1.4"
"249","Andy Isabella","ARI","WR","1.4","1","1.4"
"249","J.K. Dobbins","BAL","RB","1.4","1","1.4"
"249","Peyton Barber","WAS","RB","1.4","1","1.4"
"253","Khari Blasingame","TEN","RB","1.3","1","1.3"
"253","Larry Fitzgerald","ARI","WR","1.3","1","1.3"
"253","T.J. Hockenson","DET","TE","1.3","1","1.3"
"253","Donald Parham Jr.","LAC","TE","1.3","1","1.3"
"257","Benny Snell Jr.","PIT","RB","1.2","1","1.2"
"257","Curtis Samuel","CAR","WR","1.2","1","1.2"
"257","Kaden Smith","NYG","TE","1.2","1","1.2"
"257","Troy Fumagalli","DEN","TE","1.2","1","1.2"
"261","Tyler Conklin","MIN","TE","1.1","1","1.1"
"261","Austin Hooper","CLE","TE","1.1","1","1.1"
"263","Baltimore Ravens","BAL","DST","1.0","1","1.0"
"263","Ka'imi Fairbairn","HOU","K","1.0","1","1.0"
"263","Carolina Panthers","CAR","DST","1.0","1","1.0"
"263","Quintez Cephus","DET","WR","1.0","1","1.0"
"263","Danny Amendola","DET","WR","1.0","1","1.0"
"263","Los Angeles Chargers","LAC","DST","1.0","1","1.0"
"263","Devin Singletary","BUF","RB","1.0","1","1.0"
"270","Drew Sample","CIN","TE","0.9","1","0.9"
"270","Jesse James","DET","TE","0.9","1","0.9"
"270","Austin Mack","NYG","WR","0.9","1","0.9"
"270","Artavis Pierce","CHI","RB","0.9","1","0.9"
"270","Gabe Nabers","LAC","RB","0.9","1","0.9"
"270","JaMycal Hasty","SF","RB","0.9","1","0.9"
"276","C.J. Ham","MIN","RB","0.8","1","0.8"
"276","Travis Fulgham","PHI","WR","0.8","1","0.8"
"276","Cameron Batson","TEN","WR","0.8","1","0.8"
"276","James White","NE","RB","0.8","1","0.8"
"276","Nelson Agholor","LV","WR","0.8","1","0.8"
"281","Ian Thomas","CAR","TE","0.7","1","0.7"
"281","Tyler Bray","CHI","QB","0.7","1","0.7"
"281","Cole Kmet","CHI","TE","0.7","1","0.7"
"284","Lamar Miller","CHI","RB","0.6","1","0.6"
"284","Jacob Hollister","SEA","TE","0.6","1","0.6"
"284","Zay Jones","LV","WR","0.6","1","0.6"
"284","Richie James Jr.","SF","WR","0.6","1","0.6"
"284","Kenny Stills","HOU","WR","0.6","1","0.6"
"289","Dare Ogunbowale","JAC","RB","0.5","1","0.5"
"289","Phillip Walker","CAR","QB","0.5","1","0.5"
"289","Emmanuel Sanders","NO","WR","0.5","1","0.5"
"289","Kyle Juszczyk","SF","RB","0.5","1","0.5"
"289","Jordan Akins","HOU","TE","0.5","1","0.5"
"289","Anthony Firkser","TEN","TE","0.5","1","0.5"
"295","Scotty Miller","TB","WR","0.4","1","0.4"
"295","Deonte Harris","NO","WR","0.4","1","0.4"
"295","Alexander Mattison","MIN","RB","0.4","1","0.4"
"295","Nick Boyle","BAL","TE","0.4","1","0.4"
"299","Justice Hill","BAL","RB","0.3","1","0.3"
"299","Ray-Ray McCloud","PIT","WR","0.3","1","0.3"
"299","Kerryon Johnson","DET","RB","0.3","1","0.3"
"299","Darnell Mooney","CHI","WR","0.3","1","0.3"
"299","Tyler Ervin","GB","RB","0.3","1","0.3"
"304","Phillip Lindsay","DEN","RB","0.2","1","0.2"
"304","Patrick Ricard","BAL","RB","0.2","1","0.2"
"304","DeAndre Washington","Multi","RB","0.2","1","0.2"
"307","Mack Hollins","MIA","WR","0.1","1","0.1"
"308","Washington Football Team","WAS","DST","0.0","1","0.0"
"308","Marcus Johnson","IND","WR","0.0","1","0.0"
"308","Gunner Olszewski","NE","WR","0.0","1","0.0"
"308","Nick Westbrook-Ikhine","TEN","WR","0.0","1","0.0"
"308","Marquez Callaway","NO","WR","0.0","1","0.0"
"308","C.J. Beathard","SF","QB","0.0","1","0.0"
"308","Tyler Johnson","TB","WR","0.0","1","0.0"
"308","Ty Long","LAC","K","0.0","1","0.0"
"308","Isaac Nauta","DET","TE","0.0","1","0.0"
"308","Tennessee Titans","TEN","DST","0.0","1","0.0"
"308","Blaine Gabbert","TB","QB","0.0","1","0.0"
"308","Terry Godwin","JAC","WR","0.0","1","0.0"
"308","Alshon Jeffery","PHI","WR","0.0","1","0.0"
"308","Jeff Badet","WAS","WR","0.0","1","0.0"
"308","Nsimba Webster","LAR","WR","0.0","1","0.0"
"308","Jaylen Samuels","PIT","RB","0.0","1","0.0"
"308","Cethan Carter","CIN","TE","0.0","1","0.0"
"308","Diontae Spencer","DEN","WR","0.0","1","0.0"
"308","A.J. Green","CIN","WR","0.0","1","0.0"
"308","Andre Roberts","BUF","WR","0.0","1","0.0"
"308","Derek Carrier","LV","TE","0.0","1","0.0"
"308","Jimmy Graham","CHI","TE","0.0","1","0.0"
"308","Jared Cook","NO","TE","0.0","1","0.0"
"308","Levine Toilolo","NYG","TE","0.0","1","0.0"
"308","Trenton Cannon","CAR","RB","0.0","1","0.0"
"308","James O'Shaughnessy","JAC","TE","0.0","1","0.0"
"308","Buddy Howell","HOU","RB","0.0","1","0.0"
"308","Demetrius Harris","CHI","TE","0.0","1","0.0"
"308","Jalen Richard","LV","RB","0.0","1","0.0"
"308","Malik Taylor","GB","WR","0.0","1","0.0"
"308","Bisi Johnson","MIN","WR","0.0","1","0.0"
"308","KhaDarel Hodge","CLE","WR","0.0","1","0.0"
"308","Trent Sherfield","ARI","WR","0.0","1","0.0"
"308","K.J. Osborn","MIN","WR","0.0","1","0.0"
"308","Cullen Gillaspia","HOU","RB","0.0","1","0.0"
"308","Elijhaa Penny","NYG","RB","0.0","1","0.0"
"308","Dan Chisena","MIN","WR","0.0","1","0.0"
"308","Joe Reed","LAC","WR","0.0","1","0.0"
"308","Gabriel Davis","BUF","WR","0.0","1","0.0"
"308","James Proche","BAL","WR","0.0","1","0.0"
"308","K.J. Hill Jr.","LAC","WR","0.0","1","0.0"
"308","Justin Watson","TB","WR","0.0","1","0.0"
"308","Michael Burton","NO","RB","0.0","1","0.0"
"308","Kalif Raymond","TEN","WR","0.0","1","0.0"
"308","Mike Thomas","CIN","WR","0.0","1","0.0"
"308","D.J. Foster","ARI","RB","0.0","1","0.0"
"308","Derek Watt","PIT","RB","0.0","1","0.0"
"308","DeAndre Carter","Multi","WR","0.0","1","0.0"
"308","Trent Taylor","SF","WR","0.0","1","0.0"
"308","Tre'Quan Smith","NO","WR","0.0","1","0.0"
"358","Jalen Hurts","PHI","QB","-0.1","1","-0.1"
"359","C.J. Prosise","HOU","RB","-0.2","1","-0.2"
"360","Alex Armah","CAR","RB","-0.5","1","-0.5"
"361","Alex Erickson","CIN","WR","-2.0","1","-2.0"
"361","Dwayne Harris","CHI","WR","-2.0","1","-2.0"
"363","Cincinnati Bengals","CIN","DST","-4.0","1","-4.0"
"363","Denver Broncos","DEN","DST","-4.0","1","-4.0"
""
""
