"Rank","Player","Team","Position","Points","Games","Avg"
"360","Javon Wims","CHI","WR","0.0","1","0.0"
"360","Richie James Jr.","SF","WR","0.0","1","0.0"
"360","Nathan Cottrell","JAC","RB","0.0","1","0.0"
"360","Cedrick Wilson","DAL","WR","0.0","1","0.0"
"360","Malik Taylor","GB","WR","0.0","1","0.0"
"360","Brandon Zylstra","CAR","WR","0.0","1","0.0"
"360","Justin Hardee","NO","WR","0.0","1","0.0"
"360","Marcedes Lewis","GB","TE","0.0","1","0.0"
"360","Derek Watt","PIT","RB","0.0","1","0.0"
"360","Byron Pringle","KC","WR","0.0","1","0.0"
"360","Ty Long","LAC","K","0.0","1","0.0"
"360","Xavier Jones","LAR","RB","0.0","1","0.0"
"360","Scottie Phillips","HOU","RB","0.0","1","0.0"
"360","Christian Blake","ATL","WR","0.0","1","0.0"
"360","Penny Hart","SEA","WR","0.0","1","0.0"
"360","Rico Dowdle","DAL","RB","0.0","1","0.0"
"360","Malik Turner","DAL","WR","0.0","1","0.0"
"360","Trent Sherfield","ARI","WR","0.0","1","0.0"
"492","Nick Foles","CHI","QB","-0.2","1","-0.2"
"493","Tim Boyle","GB","QB","-0.3","1","-0.3"
"494","Jacksonville Jaguars","JAC","DST","-1.0","1","-1.0"
"494","Tennessee Titans","TEN","DST","-1.0","1","-1.0"
"496","Brandon Powell","ATL","WR","-1.8","1","-1.8"
"497","Houston Texans","HOU","DST","-4.0","1","-4.0"
"497","New England Patriots","NE","DST","-4.0","1","-4.0"
""
""
