"Rank","Player","REC","TGT","RE_YDS","Y/R","LG","20+","RE_TD","RU_ATT","RU_YDS","RU_TD","FL","G","FPTS","FPTS/G","OWN"
"257","Gabe Holmes (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"258","Matt LaCosse (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"259","Eric Tomlinson (BAL)","0","1","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"260","Joshua Perkins (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"261","Garrett Griffin (NO)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"262","Antony Auclair (HOU)","0","1","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.0%"
"263","Cole Hikutini (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"264","Mason Schreck (CIN)","0","1","0","0","0","0","0","0","0","0","0","14","0.0","0.0","0.0%"
"265","Bug Howard (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"266","Ricky Seals-Jones (WAS)","0","1","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"267","J.P. Holtz (CHI)","0","1","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"268","Alex Ellis (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"269","Zach Wood (NO)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"270","Kelvin Benjamin (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"271","Jordan Matthews (SF)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"272","Xavier Grimble (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"273","Khari Lee (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"274","Kyle Nelson (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"275","Michael Jacobson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
""
""
