"Rank","Player","Team","Position","Points","Games","Avg"
"69","J.K. Dobbins","BAL","RB","150.5","15","10.0"
"69","Taysom Hill","NO","QB","150.5","16","9.4"
"71","Rodrigo Blankenship","IND","K","150.0","16","9.4"
"72","Pittsburgh Steelers","PIT","DST","148.0","16","9.3"
"73","Mike Davis","CAR","RB","147.5","15","9.8"
"74","David Johnson","HOU","RB","146.5","12","12.2"
"75","Indianapolis Colts","IND","DST","146.0","16","9.1"
"76","D.J. Moore","CAR","WR","145.5","15","9.7"
"77","Keenan Allen","LAC","WR","145.1","14","10.4"
"78","Justin Tucker","BAL","K","145.0","16","9.1"
"78","Ryan Succop","TB","K","145.0","16","9.1"
"80","Sam Darnold","NYJ","QB","145.0","12","12.1"
"81","Amari Cooper","DAL","WR","144.8","16","9.1"
"82","Andy Dalton","DAL","QB","143.9","11","13.1"
"83","D'Andre Swift","DET","RB","143.8","13","11.1"
"84","CeeDee Lamb","DAL","WR","143.7","16","9.0"
"85","Miles Sanders","PHI","RB","142.4","12","11.9"
"86","Baltimore Ravens","BAL","DST","141.0","16","8.8"
"86","Miami Dolphins","MIA","DST","141.0","16","8.8"
"88","Tua Tagovailoa","MIA","QB","140.4","10","14.0"
"89","Clyde Edwards-Helaire","KC","RB","140.0","13","10.8"
"90","Cairo Santos","CHI","K","139.0","16","8.7"
"91","Dak Prescott","DAL","QB","138.6","5","27.7"
"92","Todd Gurley II","ATL","RB","138.2","15","9.2"
"93","Jason Myers","SEA","K","138.0","16","8.6"
"94","Nelson Agholor","LV","WR","137.6","16","8.6"
"95","JuJu Smith-Schuster","PIT","WR","137.1","16","8.6"
"96","Terry McLaurin","WAS","WR","136.8","15","9.1"
"97","Brandon McManus","DEN","K","136.0","15","9.1"
"98","Will Fuller V","HOU","WR","135.9","11","12.4"
"99","Curtis Samuel","CAR","WR","135.1","15","9.0"
"100","Wil Lutz","NO","K","135.0","16","8.4"
"101","Harrison Butker","KC","K","134.0","16","8.4"
"102","Diontae Johnson","PIT","WR","133.8","15","8.9"
"103","Graham Gano","NYG","K","133.0","16","8.3"
"104","Ka'imi Fairbairn","HOU","K","132.0","16","8.3"
"105","Nyheim Hines","IND","RB","130.2","16","8.1"
"106","James Conner","PIT","RB","129.6","13","10.0"
"107","Jeff Wilson Jr.","SF","RB","129.3","12","10.8"
"108","Robby Anderson","CAR","WR","129.2","16","8.1"
"109","Joey Slye","CAR","K","129.0","16","8.1"
"110","Nick Mullens","SF","QB","128.2","10","12.8"
"111","Dustin Hopkins","WAS","K","128.0","16","8.0"
"112","Tee Higgins","CIN","WR","127.6","16","8.0"
"113","Washington Football Team","WAS","DST","127.0","16","7.9"
"114","Corey Davis","TEN","WR","126.4","14","9.0"
"115","Chris Godwin","TB","WR","126.0","12","10.5"
"116","Cole Beasley","BUF","WR","125.5","15","8.4"
"117","Marquise Brown","BAL","WR","125.0","16","7.8"
"118","Robert Tonyan","GB","TE","124.6","16","7.8"
"119","Brandon Aiyuk","SF","WR","124.5","12","10.4"
"120","New Orleans Saints","NO","DST","124.0","16","7.8"
"121","Myles Gaskin","MIA","RB","123.2","10","12.3"
"122","Nick Folk","NE","K","123.0","16","7.7"
"123","Michael Badgley","LAC","K","120.0","16","7.5"
"123","Mason Crosby","GB","K","120.0","16","7.5"
"125","Gus Edwards","BAL","RB","119.2","16","7.5"
"126","Stephen Gostkowski","TEN","K","119.0","15","7.9"
"127","Buffalo Bills","BUF","DST","118.0","16","7.4"
"128","Matt Prater","DET","K","117.0","16","7.3"
"128","Tampa Bay Buccaneers","TB","DST","117.0","16","7.3"
"130","Cooper Kupp","LAR","WR","116.7","15","7.8"
"131","Jarvis Landry","CLE","WR","116.0","15","7.7"
"132","Wayne Gallman","NYG","RB","115.6","15","7.7"
"133","Chase Edmonds","ARI","RB","115.0","16","7.2"
"134","Darrell Henderson","LAR","RB","114.3","15","7.6"
"135","Michael Gallup","DAL","WR","114.3","16","7.1"
"136","Tyler Boyd","CIN","WR","113.6","15","7.6"
"137","Latavius Murray","NO","RB","113.2","15","7.6"
"138","Jamison Crowder","NYJ","WR","113.0","12","9.4"
"139","Adrian Peterson","DET","RB","112.5","16","7.0"
"140","Jalen Hurts","PHI","QB","112.5","15","7.5"
"141","Nick Foles","CHI","QB","112.1","9","12.5"
"142","Mark Andrews","BAL","TE","112.1","14","8.0"
"143","J.D. McKissic","WAS","RB","111.4","16","7.0"
"144","Austin Ekeler","LAC","RB","111.3","10","11.1"
"145","Giovani Bernard","CIN","RB","111.1","16","6.9"
"146","Tim Patrick","DEN","WR","110.2","15","7.4"
"147","Cody Parkey","CLE","K","110.0","15","7.3"
"148","Russell Gage","ATL","WR","109.1","16","6.8"
"149","T.J. Hockenson","DET","TE","108.3","16","6.8"
"150","T.Y. Hilton","IND","WR","108.2","15","7.2"
"151","Arizona Cardinals","ARI","DST","108.0","16","6.8"
"152","Mike Gesicki","MIA","TE","106.3","15","7.1"
"153","New England Patriots","NE","DST","106.0","16","6.6"
"153","Robbie Gould","SF","K","106.0","15","7.1"
"153","Kansas City Chiefs","KC","DST","106.0","16","6.6"
"156","Mike Williams","LAC","WR","105.7","15","7.1"
"157","Devin Singletary","BUF","RB","105.6","16","6.6"
"158","Jerry Jeudy","DEN","WR","105.6","16","6.6"
"159","Logan Thomas","WAS","TE","104.6","16","6.5"
"160","Rob Gronkowski","TB","TE","104.3","16","6.5"
"161","Marquez Valdes-Scantling","GB","WR","104.3","15","7.0"
"162","Emmanuel Sanders","NO","WR","103.8","14","7.4"
"163","DeVante Parker","MIA","WR","103.3","14","7.4"
"164","Seattle Seahawks","SEA","DST","103.0","16","6.4"
"164","New York Giants","NYG","DST","103.0","16","6.4"
"166","Gabriel Davis","BUF","WR","101.9","16","6.4"
"167","Philadelphia Eagles","PHI","DST","101.0","16","6.3"
"168","D.J. Chark Jr.","JAC","WR","100.6","13","7.7"
"169","Keelan Cole Sr.","JAC","WR","100.4","16","6.3"
"170","Chris Boswell","PIT","K","100.0","13","7.7"
"170","Randy Bullock","CIN","K","100.0","12","8.3"
"172","Jonnu Smith","TEN","TE","99.2","14","7.1"
"173","Laviska Shenault Jr.","JAC","WR","99.1","14","7.1"
"174","Carolina Panthers","CAR","DST","99.0","16","6.2"
"175","Christian Kirk","ARI","WR","98.4","14","7.0"
"176","Zane Gonzalez","ARI","K","98.0","12","8.2"
"177","Cleveland Browns","CLE","DST","97.0","16","6.1"
"178","Sterling Shepard","NYG","WR","96.5","12","8.0"
"179","Jamaal Williams","GB","RB","96.1","14","6.9"
"180","Leonard Fournette","TB","RB","96.0","13","7.4"
"181","Julio Jones","ATL","WR","95.1","9","10.6"
"182","Green Bay Packers","GB","DST","94.0","16","5.9"
"183","Jimmy Graham","CHI","TE","93.6","16","5.9"
"184","Jerick McKinnon","SF","RB","93.2","15","6.2"
"185","Hayden Hurst","ATL","TE","93.1","16","5.8"
"186","Zach Pascal","IND","WR","92.9","16","5.8"
"187","Tony Pollard","DAL","RB","92.8","16","5.8"
"188","Darnell Mooney","CHI","WR","91.1","16","5.7"
"189","Darius Slayton","NYG","WR","91.0","16","5.7"
"190","Cam Akers","LAR","RB","90.8","12","7.6"
"191","Jared Cook","NO","TE","90.4","15","6.0"
"192","Dan Bailey","MIN","K","90.0","16","5.6"
"192","Chicago Bears","CHI","DST","90.0","16","5.6"
"194","San Francisco 49ers","SF","DST","88.0","16","5.5"
"195","Zack Moss","BUF","RB","87.6","13","6.7"
"196","Noah Fant","DEN","TE","87.3","15","5.8"
"197","Mecole Hardman","KC","WR","87.1","16","5.4"
"198","Damien Harris","NE","RB","86.3","10","8.6"
"199","Malcolm Brown","LAR","RB","86.1","16","5.4"
"200","Eric Ebron","PIT","TE","85.8","15","5.7"
"201","Hunter Henry","LAC","TE","85.3","14","6.1"
"202","Tyler Higbee","LAR","TE","84.2","15","5.6"
"203","Frank Gore","NYJ","RB","84.2","15","5.6"
"204","Rashard Higgins","CLE","WR","83.9","13","6.5"
"205","David Moore","SEA","WR","83.8","16","5.2"
"206","Raheem Mostert","SF","RB","83.7","8","10.5"
"207","Jakobi Meyers","NE","WR","83.6","14","6.0"
"208","Dalton Schultz","DAL","TE","83.5","16","5.2"
"209","Rex Burkhead","NE","RB","82.6","10","8.3"
"210","Kendrick Bourne","SF","WR","80.7","15","5.4"
"211","Greg Ward","PHI","WR","80.1","16","5.0"
"212","Alex Smith","WAS","QB","79.6","8","10.0"
"213","Joe Mixon","CIN","RB","78.6","6","13.1"
"214","Evan Engram","NYG","TE","78.0","16","4.9"
"215","Travis Fulgham","PHI","WR","77.9","13","6.0"
"216","George Kittle","SF","TE","77.1","8","9.6"
"217","Dallas Cowboys","DAL","DST","76.0","16","4.8"
"218","Hunter Renfrow","LV","WR","75.6","16","4.7"
"219","Dwayne Haskins","WAS","QB","75.2","7","10.7"
"220","Jake Elliott","PHI","K","75.0","16","4.7"
"221","Alexander Mattison","MIN","RB","73.9","13","5.7"
"222","Christian McCaffrey","CAR","RB","73.3","3","24.4"
"223","Los Angeles Chargers","LAC","DST","73.0","16","4.6"
"223","Denver Broncos","DEN","DST","73.0","16","4.6"
"225","Josh Reynolds","LAR","WR","72.3","16","4.5"
"226","Antonio Brown","TB","WR","72.1","8","9.0"
"227","Atlanta Falcons","ATL","DST","72.0","16","4.5"
"228","Boston Scott","PHI","RB","70.6","16","4.4"
"229","Dallas Goedert","PHI","TE","70.4","11","6.4"
"229","Brian Hill","ATL","RB","70.4","16","4.4"
"231","Isaiah McKenzie","BUF","WR","69.6","15","4.6"
"232","Scotty Miller","TB","WR","69.5","15","4.6"
"233","Jimmy Garoppolo","SF","QB","69.4","6","11.6"
"234","James Washington","PIT","WR","69.2","16","4.3"
"235","Breshad Perriman","NYJ","WR","69.1","12","5.8"
"236","Tre'Quan Smith","NO","WR","69.1","13","5.3"
"237","Jalen Guyton","LAC","WR","69.1","16","4.3"
"238","Carlos Hyde","SEA","RB","68.9","10","6.9"
"239","Devontae Booker","LV","RB","68.7","16","4.3"
"240","Irv Smith Jr.","MIN","TE","68.5","13","5.3"
"241","Sony Michel","NE","RB","68.3","8","8.5"
"242","Damiere Byrd","NE","WR","67.9","15","4.5"
"243","James White","NE","RB","67.6","14","4.8"
"244","Austin Hooper","CLE","TE","67.5","13","5.2"
"245","New York Jets","NYJ","DST","67.0","16","4.2"
"246","Tennessee Titans","TEN","DST","66.0","16","4.1"
"246","Matt Gay","LAR","K","66.0","7","9.4"
"248","Dan Arnold","ARI","TE","65.8","16","4.1"
"249","Mike Glennon","JAC","QB","65.5","5","13.1"
"250","Benny Snell Jr.","PIT","RB","64.9","15","4.3"
"250","Kalen Ballage","Multi","RB","64.9","11","5.9"
"252","Allen Lazard","GB","WR","64.8","10","6.5"
"253","A.J. Green","CIN","WR","64.3","16","4.0"
"254","John Brown","BUF","WR","63.8","9","7.1"
"254","Odell Beckham Jr.","CLE","WR","63.8","7","9.1"
"256","Demarcus Robinson","KC","WR","62.6","15","4.2"
"257","Kyle Juszczyk","SF","RB","62.6","16","3.9"
"258","Randall Cobb","HOU","WR","62.1","10","6.2"
"259","Willie Snead IV","BAL","WR","61.2","13","4.7"
"260","Danny Amendola","DET","WR","60.4","14","4.3"
"261","Braxton Berrios","NYJ","WR","60.3","16","3.8"
"262","KJ Hamler","DEN","WR","60.1","13","4.6"
"263","Minnesota Vikings","MIN","DST","60.0","16","3.8"
"264","Anthony Miller","CHI","WR","59.7","16","3.7"
"265","Tyron Johnson","LAC","WR","59.5","11","5.4"
"266","Phillip Lindsay","DEN","RB","59.0","11","5.4"
"267","Michael Pittman Jr.","IND","WR","58.9","13","4.5"
"268","Le'Veon Bell","Multi","RB","58.6","11","5.3"
"269","Joshua Kelley","LAC","RB","58.2","13","4.5"
"270","Henry Ruggs III","LV","WR","58.1","13","4.5"
"271","Jacksonville Jaguars","JAC","DST","58.0","16","3.6"
"271","Salvon Ahmed","MIA","RB","58.0","6","9.7"
"273","Joe Flacco","NYJ","QB","57.7","5","11.5"
"274","Chris Conley","JAC","WR","57.1","15","3.8"
"275","Preston Williams","MIA","WR","56.8","8","7.1"
"276","Duke Johnson Jr.","HOU","RB","56.4","11","5.1"
"277","Jalen Reagor","PHI","WR","56.2","11","5.1"
"278","Trey Burton","IND","TE","55.3","13","4.3"
"279","Darren Fells","HOU","TE","55.2","13","4.3"
"280","Sam Sloman","Multi","K","55.0","8","6.9"
"281","Samaje Perine","CIN","RB","54.7","16","3.4"
"282","Cam Sims","WAS","WR","54.2","15","3.6"
"283","Sam Ficken","NYJ","K","54.0","9","6.0"
"284","Keke Coutee","HOU","WR","54.0","8","6.8"
"285","Brandon Allen","CIN","QB","53.6","5","10.7"
"286","Kerryon Johnson","DET","RB","52.8","15","3.5"
"287","C.J. Beathard","SF","QB","52.3","6","8.7"
"288","Gerald Everett","LAR","TE","51.9","16","3.2"
"289","Golden Tate","NYG","WR","51.5","12","4.3"
"290","Sammy Watkins","KC","WR","51.4","10","5.1"
"291","Jakeem Grant Sr.","MIA","WR","51.3","14","3.7"
"292","Peyton Barber","WAS","RB","51.0","15","3.4"
"293","Miles Boykin","BAL","WR","50.6","14","3.6"
"294","Mo Alie-Cox","IND","TE","49.4","14","3.5"
"295","Jordan Wilkins","IND","RB","49.3","14","3.5"
"296","Cordarrelle Patterson","CHI","WR","48.4","16","3.0"
"297","Deebo Samuel","SF","WR","47.7","7","6.8"
"298","Ty Johnson","Multi","RB","47.3","12","3.9"
"299","Jordan Reed","SF","TE","47.1","10","4.7"
"300","Tyler Eifert","JAC","TE","46.9","15","3.1"
"301","Mark Ingram II","BAL","RB","46.9","11","4.3"
"301","Quintez Cephus","DET","WR","46.9","13","3.6"
"301","Larry Fitzgerald","ARI","WR","46.9","13","3.6"
"304","Jordan Akins","HOU","TE","46.7","13","3.6"
"305","Richard Rodgers","PHI","TE","46.5","11","4.2"
"306","Justin Jackson","LAC","RB","46.3","8","5.8"
"307","Kyle Allen","WAS","QB","46.1","4","11.5"
"308","Kenny Golladay","DET","WR","45.8","5","9.2"
"309","Cincinnati Bengals","CIN","DST","45.0","16","2.8"
"310","Anthony Firkser","TEN","TE","44.7","16","2.8"
"311","Donovan Peoples-Jones","CLE","WR","44.4","12","3.7"
"312","Michael Thomas","NO","WR","43.9","7","6.3"
"313","Las Vegas Raiders","LV","DST","43.0","16","2.7"
"314","Dawson Knox","BUF","TE","42.8","11","3.9"
"315","Chris Herndon IV","NYJ","TE","42.7","14","3.1"
"316","Marvin Hall","Multi","WR","42.3","12","3.5"
"317","Zach Ertz","PHI","TE","41.5","11","3.8"
"317","La'Mical Perine","NYJ","RB","41.5","10","4.2"
"319","Richie James Jr.","SF","WR","41.4","11","3.8"
"320","Collin Johnson","JAC","WR","41.2","12","3.4"
"321","Jack Doyle","IND","TE","41.1","14","2.9"
"322","Houston Texans","HOU","DST","41.0","16","2.6"
"323","Jacob Hollister","SEA","TE","40.9","16","2.6"
"324","N'Keal Harry","NE","WR","40.9","13","3.2"
"325","Ito Smith","ATL","RB","40.3","14","2.9"
"326","Cameron Brate","TB","TE","40.2","15","2.7"
"327","DeeJay Dallas","SEA","RB","39.9","10","4.0"
"328","DaeSean Hamilton","DEN","WR","39.3","13","3.0"
"329","Aldrick Rosas","JAC","K","39.0","6","6.5"
"330","Drew Sample","CIN","TE","38.9","16","2.4"
"331","AJ Dillon","GB","RB","38.3","11","3.5"
"332","Dion Lewis","NYG","RB","38.2","16","2.4"
"333","Harrison Bryant","CLE","TE","37.8","12","3.2"
"334","Denzel Mims","NYJ","WR","37.7","9","4.2"
"334","Alfred Morris","NYG","RB","37.7","9","4.2"
"336","Kyle Rudolph","MIN","TE","37.4","12","3.1"
"337","Will Dissly","SEA","TE","37.1","15","2.5"
"338","Darrel Williams","KC","RB","36.5","15","2.4"
"339","Sergio Castillo","NYJ","K","36.0","6","6.0"
"340","Julian Edelman","NE","WR","35.2","6","5.9"
"341","Adam Humphries","TEN","WR","34.8","7","5.0"
"342","Cedrick Wilson","DAL","WR","34.6","15","2.3"
"343","Jake Luton","JAC","QB","34.3","3","11.4"
"344","Cole Kmet","CHI","TE","34.0","15","2.3"
"345","Donald Parham Jr.","LAC","TE","33.9","12","2.8"
"346","Andy Isabella","ARI","WR","33.8","12","2.8"
"347","Olamide Zaccheaus","ATL","WR","33.4","10","3.3"
"348","David Njoku","CLE","TE","33.3","11","3.0"
"349","Devin Duvernay","BAL","WR","33.1","15","2.2"
"350","Matt Breida","MIA","RB","33.0","11","3.0"
"350","Adam Shaheen","MIA","TE","33.0","15","2.2"
"352","Durham Smythe","MIA","TE","32.8","15","2.2"
"353","Jalen Richard","LV","RB","32.1","13","2.5"
"354","Jeff Driskel","DEN","QB","32.0","3","10.7"
"355","Jeremy McNichols","TEN","RB","31.9","15","2.1"
"356","DeSean Jackson","PHI","WR","30.8","5","6.2"
"357","Josh Adams","NYJ","RB","30.6","8","3.8"
"358","Ross Dwelley","SF","TE","30.5","16","1.9"
"359","Steven Sims Jr.","WAS","WR","30.3","12","2.5"
"360","Chad Beebe","MIN","WR","30.1","14","2.2"
"361","Mike Nugent","ARI","K","30.0","4","7.5"
"362","Tyler Kroft","BUF","TE","29.9","10","3.0"
"363","Greg Olsen","SEA","TE","29.9","11","2.7"
"364","Jordan Howard","Multi","RB","29.7","7","4.2"
"365","Chad Hansen","HOU","WR","29.6","5","5.9"
"366","Devonta Freeman","NYG","RB","29.0","5","5.8"
"366","Detroit Lions","DET","DST","29.0","16","1.8"
"368","Tyler Johnson","TB","WR","28.9","13","2.2"
"369","Marcedes Lewis","GB","TE","28.7","13","2.2"
"370","Dontrelle Inman","WAS","WR","28.3","8","3.5"
"370","Pharaoh Brown","HOU","TE","28.3","12","2.4"
"372","Josh Lambo","JAC","K","28.0","4","7.0"
"373","Byron Pringle","KC","WR","28.0","11","2.6"
"374","Freddie Swain","SEA","WR","27.9","13","2.2"
"375","Van Jefferson","LAR","WR","27.9","15","1.9"
"376","Deonte Harris","NO","WR","27.7","9","3.1"
"377","Isaiah Ford","MIA","WR","27.6","10","2.8"
"378","Rodney Smith","CAR","RB","27.5","7","3.9"
"379","Mohamed Sanu","Multi","WR","27.0","9","3.0"
"379","Austin Seibert","Multi","K","27.0","5","5.4"
"381","Marcus Mariota","LV","QB","26.8","1","26.8"
"382","O.J. Howard","TB","TE","26.6","4","6.7"
"383","Darwin Thompson","KC","RB","26.2","9","2.9"
"383","James O'Shaughnessy","JAC","TE","26.2","15","1.8"
"385","Foster Moreau","LV","TE","26.0","11","2.4"
"386","Lynn Bowden Jr.","MIA","WR","25.6","10","2.6"
"387","Marcus Johnson","IND","WR","25.5","9","2.8"
"388","Tyler Conklin","MIN","TE","25.4","14","1.8"
"389","Bryan Edwards","LV","WR","25.3","10","2.5"
"390","Royce Freeman","DEN","RB","25.1","12","2.1"
"391","Jesse James","DET","TE","24.9","16","1.6"
"392","JaMycal Hasty","SF","RB","24.1","8","3.0"
"393","Travis Homer","SEA","RB","23.8","9","2.6"
"394","Chad Henne","KC","QB","23.7","3","7.9"
"395","Nick Boyle","BAL","TE","23.3","9","2.6"
"396","Adam Trautman","NO","TE","23.1","12","1.9"
"397","Chris Thompson","JAC","RB","22.6","7","3.2"
"398","Zay Jones","LV","WR","22.6","14","1.6"
"399","Ameer Abdullah","MIN","RB","22.0","14","1.6"
"400","Mack Hollins","MIA","WR","21.6","16","1.4"
"401","Marquez Callaway","NO","WR","21.3","11","1.9"
"402","Ryan Finley","CIN","QB","21.2","5","4.2"
"403","Matthew Wright","PIT","K","21.0","3","7.0"
"404","Bisi Johnson","MIN","WR","20.9","12","1.7"
"405","Jacoby Brissett","IND","QB","20.6","11","1.9"
"406","Ian Thomas","CAR","TE","20.5","15","1.4"
"406","Gunner Olszewski","NE","WR","20.5","13","1.6"
"408","Kenny Stills","HOU","WR","20.4","8","2.6"
"409","Antonio Williams","BUF","RB","20.3","1","20.3"
"410","Alex Collins","SEA","RB","20.1","3","6.7"
"411","Chase McLaughlin","Multi","K","20.0","4","5.0"
"412","Dare Ogunbowale","JAC","RB","19.9","13","1.5"
"413","Mason Rudolph","PIT","QB","19.3","4","4.8"
"413","Isaiah Wright","WAS","WR","19.3","12","1.6"
"415","Colt McCoy","NYG","QB","19.1","4","4.8"
"416","Jason Witten","LV","TE","18.9","12","1.6"
"417","John Hightower","PHI","WR","18.8","11","1.7"
"418","Kalif Raymond","TEN","WR","18.4","15","1.2"
"419","Equanimeous St. Brown","GB","WR","18.4","9","2.0"
"420","Ke'Shawn Vaughn","TB","RB","18.3","8","2.3"
"421","Albert Okwuegbunam","DEN","TE","18.1","4","4.5"
"422","KhaDarel Hodge","CLE","WR","18.0","7","2.6"
"422","D'Ernest Johnson","CLE","RB","18.0","15","1.2"
"424","Cameron Batson","TEN","WR","18.0","11","1.6"
"425","Ryan Izzo","NE","TE","17.9","10","1.8"
"426","Brandon Powell","ATL","WR","17.6","15","1.2"
"427","Alshon Jeffery","PHI","WR","17.5","7","2.5"
"427","C.J. Ham","MIN","RB","17.5","14","1.3"
"429","Jace Sternberger","GB","TE","17.4","10","1.7"
"429","Alec Ingold","LV","RB","17.4","13","1.3"
"431","KeeSean Johnson","ARI","WR","17.3","8","2.2"
"432","Mike Thomas","CIN","WR","17.3","12","1.4"
"433","MyCole Pruitt","TEN","TE","16.9","9","1.9"
"433","Laquon Treadwell","ATL","WR","16.9","4","4.2"
"435","Dez Bryant","BAL","WR","16.7","4","4.2"
"435","Trayveon Williams","CIN","RB","16.7","7","2.4"
"435","Anthony McFarland Jr.","PIT","RB","16.7","11","1.5"
"435","Jeff Smith","NYJ","WR","16.7","10","1.7"
"439","Quez Watkins","PHI","WR","16.6","6","2.8"
"440","Maxx Williams","ARI","TE","16.2","6","2.7"
"441","D'Onta Foreman","TEN","RB","16.0","5","3.2"
"441","Jarrett Stidham","NE","QB","16.0","5","3.2"
"441","Corey Clement","PHI","RB","16.0","14","1.1"
"444","Noah Brown","DAL","WR","15.8","14","1.1"
"445","Malcolm Perry","MIA","WR","15.7","9","1.7"
"446","Nick Vannett","DEN","TE","15.5","12","1.3"
"446","Garrett Gilbert","DAL","QB","15.5","2","7.8"
"446","Lee Smith","BUF","TE","15.5","7","2.2"
"449","Brett Rypien","DEN","QB","15.3","3","5.1"
"449","Blaine Gabbert","TB","QB","15.3","4","3.8"
"451","T.J. Yeldon","BUF","RB","15.2","3","5.1"
"451","Gabe Nabers","LAC","RB","15.2","14","1.1"
"453","Darrell Daniels","ARI","TE","15.2","10","1.5"
"454","Tyler Ervin","GB","RB","15.1","8","1.9"
"455","Auden Tate","CIN","WR","15.0","9","1.7"
"456","Reggie Bonnafon","CAR","RB","14.7","2","7.4"
"456","C.J. Uzomah","CIN","TE","14.7","2","7.4"
"458","Geoff Swaim","TEN","TE","14.3","8","1.8"
"459","Chase Daniel","DET","QB","14.2","4","3.6"
"460","Darrynton Evans","TEN","RB","14.1","5","2.8"
"460","Christian Blake","ATL","WR","14.1","15","0.9"
"462","Troy Fumagalli","DEN","TE","14.0","7","2.0"
"463","John Wolford","LAR","QB","13.8","1","13.8"
"464","Malik Taylor","GB","WR","13.5","13","1.0"
"464","Phillip Walker","CAR","QB","13.5","4","3.4"
"466","LeSean McCoy","TB","RB","13.2","8","1.7"
"467","Mike Boone","MIN","RB","12.9","11","1.2"
"468","Ty Montgomery","NO","RB","12.8","4","3.2"
"469","Ryan Nall","CHI","RB","12.7","13","1.0"
"470","DeMichael Harris","IND","WR","12.5","7","1.8"
"471","Ray-Ray McCloud","PIT","WR","12.2","16","0.8"
"472","DeAndre Washington","Multi","RB","12.1","4","3.0"
"473","Tristan Vizcaino","SF","K","12.0","1","12.0"
