"Rank","Player","REC","TGT","RE_YDS","Y/R","LG","20+","RE_TD","RU_ATT","RU_YDS","RU_TD","FL","G","FPTS","FPTS/G","OWN"
"262","Kristian Wilkerson (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"263","Stephen Guidry (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"264","Reggie Begelton (GB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"265","Jayson Stanley (SEA)","0","0","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.0%"
"266","DeVonta Smith (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77.6%"
"267","Stanley Morgan Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"268","Deon Cain (BAL)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"269","J'Mon Moore (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"270","Jester Weah (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"271","Trey Quinn (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"272","Marcell Ateman (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"273","De'Quan Hampton (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"274","Darvin Kidsy (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"275","Derrick Willies (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"276","Chris Lacy (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"277","Jeff Badet (ATL)","0","1","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"278","Dylan Cantrell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"279","Austin Proehl (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"280","Reggie Davis (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"281","Deante Burton (DAL)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.1%"
"282","Isaac Whitney (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"283","Andre Patton (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"284","Fred Brown (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"285","Lance Lenoir Jr. (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"286","Cyril Grayson Jr. (TB)","0","3","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"287","Victor Bolden Jr. (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"288","Anthony Johnson (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"289","Alexander Hollins (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"290","A.J. Richardson (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"291","Jalen Hurd (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"292","Hakeem Butler (PHI)","0","1","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"293","Kelvin Harmon (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"294","Derrick Dillon (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"295","Shaq Roland (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"296","Antoine Wesley (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"297","Anthony Ratliff-Williams (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"298","Greg Dortch (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"299","David Sills V (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"300","Gary Jennings Jr. (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"301","Keelan Doss (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"302","Cody Thompson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"303","Jon'Vea Johnson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"304","Davion Davis (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"305","DeAndre Thompkins (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"306","Johnnie Dixon (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"307","Malik Turner (DAL)","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"308","Devin Ross (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"309","Rico Gafford (ARI)","0","2","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"310","Jordan Veasy (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"311","Devin Gray (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"312","De'Mornay Pierson-El (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"313","John Franklin III (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"314","Caleb Scott (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"315","Rysen John (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"316","Aleva Hifo (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"317","Travis Jonsen (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"318","Austin Watkins Jr. (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"319","Jaelon Darden (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"320","D'Wayne Eskridge (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.0%"
"321","Chris Blair (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"322","Dax Milne (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"323","Cade Johnson (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"324","Cornell Powell (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"325","Frank Darby (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"326","Warren Jackson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"327","Josh Palmer (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.7%"
"328","Ben Skowronek (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"329","Damon Hazelton (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"330","Antonio Nunn (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"331","Jacob Harris (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"332","Terrace Marshall Jr. (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.5%"
"333","Darece Roberson Jr. (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"334","Mathew Sexton (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"335","Micah Simon (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"336","Simi Fehoko (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"337","Kai Locksley (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"338","Racey McMath (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"339","Austin Trammell (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"340","Jalen Camp (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"341","T.J. Simmons (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"342","Travis Toivonen (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"343","C.J. Saunders (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"344","Khalil McClain (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"345","Donte Sylencieux (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"346","Branden Mack (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"347","DeVontres Dukes (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"348","Tim Jones (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"349","Dillon Stoner (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"350","DJ Turner (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"351","Riley Lees (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"352","Connor Wedington (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"353","Tre Nixon (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"354","Jhamon Ausbon (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"355","Mike Strachan (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"356","Landen Akers (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"357","Blake Proehl (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"358","Myron Mitchell (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"359","Jeremiah Haydel (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"360","Brandon Smith (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"361","Rico Bussey (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"362","Bailey Gaither (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"363","Isaiah McKoy (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"364","Javon McKinley (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"365","Osirus Mitchell (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"366","Kawaan Baker (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"367","John Hurst (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"368","Siaosi Mariner (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"369","Whop Philyor (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"370","Demetric Felton (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"371","Dan Chisena (MIN)","0","0","0","0","0","0","0","0","0","0","0","14","0.0","0.0","0.0%"
"372","Andre Baccellia (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"373","Maurice Ffrench (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"374","Jeff Cotton (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"375","Dalton Schoen (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"376","J.J. Koski (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"377","Dez Fitzpatrick (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"378","Josh Hammond (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"379","Matt Cole (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"380","JoJo Ward (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"381","Chris Rowland (ATL)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"382","Jalen McCleskey (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"383","Juwan Green (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"384","Josh Pearson (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"385","Dyami Brown (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6%"
"386","Nico Collins (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.8%"
"387","Brennan Eagles (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"388","Marquez Stevenson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"389","Amari Rodgers (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3%"
"390","Elijah Moore (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34.4%"
"391","Josh Imatorbhebhe (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"392","Shi Smith (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"393","Tutu Atwell (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"394","Anthony Schwartz (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"395","Dazz Newsome (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"396","Sage Surratt (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"397","Kadarius Toney (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.5%"
"398","Seth Williams (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"399","T.J. Vasher (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"400","Ihmir Smith-Marsette (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"401","Krishawn Hogan (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"402","Travis Benjamin (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"403","Patrick Edwards (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"404","Michael Calvin (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"405","Eron Riley (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"406","Scotty McKnight (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"407","Andy Fantuz (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"408","Taj Smith (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"409","Demario Ballard (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"410","Tony Brown (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"411","Jaron Brown (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"412","Jordan Matthews (SF)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"413","Kelvin Benjamin (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"414","Marquise Goodwin (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"415","Josh Gordon (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.8%"
"416","Tavon Austin (JAC)","5","5","20","4.0","7","0","0","0","0","0","1","4","0.0","0.0","0.0%"
"417","Lance Long (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"418","Kenny McKinley (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"419","John Standeford (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"420","Juaquin Iglesias (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"421","Brandon London (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"422","Bobby Wade (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"423","Chris Henry (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"424","Tyler Grisham (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"425","Todd Watkins (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"426","Dominique Edison (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"427","Jeremy Williams (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"428","Onrea Jones (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"429","Patrick Williams (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"430","Nate Hughes (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"431","Mike Furrey (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"432","Maurice Purify (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"433","Matthew Slater (NE)","0","0","0","0","0","0","0","0","0","0","0","15","0.0","0.0","0.0%"
"434","Marko Mitchell (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"435","Sam Giguere (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"436","Rod Harper (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"437","Chris Moore (HOU)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"438","Tajae Sharpe (ATL)","0","3","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"439","Corey Coleman (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"440","Geronimo Allison (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"441","Trevor Davis (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"442","Johnny Holton (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"443","Tyrell Williams (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.6%"
"444","Darius Jennings (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"445","Robert Davis (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"446","Rodney Adams (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"447","Shelton Gibson (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"448","Bug Howard (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"449","Amara Darboh (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"450","Taywan Taylor (HOU)","0","1","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"451","Justin Hardee (NYJ)","0","0","0","0","0","0","0","0","0","0","0","10","0.0","0.0","0.1%"
"452","Chad Williams (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"453","Tanner Gentry (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"454","Ryan Switzer (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"455","Reece Horn (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"456","Tevin Jones (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"457","Chester Rogers (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"458","Andy Jones (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"459","Duke Williams (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"460","Jake Lampman (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"461","Marken Michel (PHI)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"462","Allen Hurns (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"463","Albert Wilson (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"464","Phillip Dorsett II (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"465","Ty Montgomery (NO)","3","6","27","9.0","17","0","0","19","101","0","0","6","0.0","0.0","0.3%"
"466","Devin Smith (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"467","J.J. Nelson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"468","Justin Hardy (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"469","Devin Funchess (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"470","Michael Bandy (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"471","Kevin White (NO)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"472","Kendall Hinton (DEN)","0","0","0","0","0","0","0","2","7","0","0","1","-0.8","-0.8","0.0%"
"473","Andre Roberts (HOU)","4","5","34","8.5","16","0","0","1","-3","0","2","15","-0.9","-0.1","0.0%"
"474","DeAndre Carter (WAS)","1","2","8","8.0","8","0","0","0","0","0","1","13","-1.2","-0.1","0.0%"
"475","Dede Westbrook (MIN)","1","1","4","4.0","4","0","0","0","0","0","1","2","-1.6","-0.8","0.2%"
"476","Nsimba Webster (SF)","0","0","0","0","0","0","0","0","0","0","1","16","-2.0","-0.1","0.0%"
"477","Dwayne Harris (FA)","0","0","0","0","0","0","0","0","0","0","1","3","-2.0","-0.7","0.0%"
""
""
