"Rank","Player","Team","Position","Points","Games","Avg"
"43","Chris Boswell","PIT","K","17.0","1","17.0"
"45","Darnell Mooney","CHI","WR","16.4","1","16.4"
"46","Matthew Stafford","LAR","QB","16.3","1","16.3"
"47","Allen Lazard","GB","WR","16.2","1","16.2"
"48","Brandin Cooks","HOU","WR","16.1","1","16.1"
"49","Josh Jacobs","LV","RB","16.0","1","16.0"
"50","Zay Jones","LV","WR","15.9","1","15.9"
"51","Deebo Samuel","SF","WR","15.7","1","15.7"
"51","Ty Johnson","NYJ","RB","15.7","1","15.7"
"51","Cedrick Wilson Jr.","DAL","WR","15.7","1","15.7"
"54","Drew Lock","DEN","QB","15.4","1","15.4"
"55","Dontrell Hilliard","TEN","RB","15.3","1","15.3"
"56","Matt Prater","ARI","K","15.0","1","15.0"
"56","Justin Tucker","BAL","K","15.0","1","15.0"
"56","Rob Gronkowski","TB","TE","15.0","1","15.0"
"56","Baker Mayfield","CLE","QB","15.0","1","15.0"
"56","Tennessee Titans","TEN","DST","15.0","1","15.0"
"56","New Orleans Saints","NO","DST","15.0","1","15.0"
"62","Chuba Hubbard","CAR","RB","14.3","1","14.3"
"63","Pittsburgh Steelers","PIT","DST","14.0","1","14.0"
"63","Baltimore Ravens","BAL","DST","14.0","1","14.0"
"63","Brett Maher","NO","K","14.0","1","14.0"
"66","Mike Williams","LAC","WR","13.8","1","13.8"
"66","Dare Ogunbowale","JAC","RB","13.8","1","13.8"
"68","Ryan Tannehill","TEN","QB","13.5","1","13.5"
"69","Zach Wilson","NYJ","QB","13.4","1","13.4"
"70","Aaron Jones","GB","RB","13.1","1","13.1"
"70","Diontae Johnson","PIT","WR","13.1","1","13.1"
"72","Daniel Carlson","LV","K","13.0","1","13.0"
"72","Jalen Hurts","PHI","QB","13.0","1","13.0"
"72","Sean Mannion","MIN","QB","13.0","1","13.0"
"72","Los Angeles Chargers","LAC","DST","13.0","1","13.0"
"72","Los Angeles Rams","LAR","DST","13.0","1","13.0"
"72","Mason Crosby","GB","K","13.0","1","13.0"
"78","Marquez Callaway","NO","WR","12.7","1","12.7"
"78","Mike Evans","TB","WR","12.7","1","12.7"
"80","K.J. Osborn","MIN","WR","12.5","1","12.5"
"81","Keenan Allen","LAC","WR","12.4","1","12.4"
"81","Odell Beckham Jr.","Multi","WR","12.4","1","12.4"
"83","Tyler Huntley","BAL","QB","12.3","1","12.3"
"84","Mike Davis","ATL","RB","12.2","1","12.2"
"84","Derek Carr","LV","QB","12.2","1","12.2"
"86","Joe Mixon","CIN","RB","12.1","1","12.1"
"87","New England Patriots","NE","DST","12.0","1","12.0"
"87","Joey Slye","Multi","K","12.0","1","12.0"
"89","Jamaal Williams","DET","RB","11.9","1","11.9"
"89","Mark Andrews","BAL","TE","11.9","1","11.9"
"91","Kendrick Bourne","NE","WR","11.8","1","11.8"
"92","Laquon Treadwell","JAC","WR","11.7","1","11.7"
"93","Tyler Boyd","CIN","WR","11.6","1","11.6"
"94","Brandon Aiyuk","SF","WR","11.4","1","11.4"
"95","Andy Dalton","CHI","QB","11.3","1","11.3"
"96","Michael Gallup","DAL","WR","11.1","1","11.1"
"97","T.Y. Hilton","IND","WR","11.0","1","11.0"
"97","Randy Bullock","TEN","K","11.0","1","11.0"
"97","Evan McPherson","CIN","K","11.0","1","11.0"
"97","Robbie Gould","SF","K","11.0","1","11.0"
"101","Rex Burkhead","HOU","RB","10.9","1","10.9"
"101","Travis Kelce","KC","TE","10.9","1","10.9"
"101","Carson Wentz","IND","QB","10.9","1","10.9"
"101","Christian Kirk","ARI","WR","10.9","1","10.9"
"105","David Njoku","CLE","TE","10.8","1","10.8"
"106","Chase Edmonds","ARI","RB","10.7","1","10.7"
"107","Tyler Lockett","SEA","WR","10.6","1","10.6"
"108","Taylor Heinicke","WAS","QB","10.3","1","10.3"
"108","Demarcus Robinson","KC","WR","10.3","1","10.3"
"108","Trevor Lawrence","JAC","QB","10.3","1","10.3"
"111","Saquon Barkley","NYG","RB","10.2","1","10.2"
"112","KhaDarel Hodge","DET","WR","10.1","1","10.1"
"112","Dallas Goedert","PHI","TE","10.1","1","10.1"
"114","Jake Elliott","PHI","K","10.0","1","10.0"
"114","Cairo Santos","CHI","K","10.0","1","10.0"
"114","Michael Badgley","Multi","K","10.0","1","10.0"
"114","Dustin Hopkins","Multi","K","10.0","1","10.0"
"118","Anthony Firkser","TEN","TE","9.9","1","9.9"
"118","Davis Mills","HOU","QB","9.9","1","9.9"
"118","Tyler Higbee","LAR","TE","9.9","1","9.9"
"121","Terry McLaurin","WAS","WR","9.6","1","9.6"
"122","Amari Cooper","DAL","WR","9.3","1","9.3"
"122","Rashod Bateman","BAL","WR","9.3","1","9.3"
"124","Donovan Peoples-Jones","CLE","WR","9.1","1","9.1"
"125","Nick Folk","NE","K","9.0","1","9.0"
"125","San Francisco 49ers","SF","DST","9.0","1","9.0"
"125","Brandon McManus","DEN","K","9.0","1","9.0"
"128","A.J. Green","ARI","WR","8.9","1","8.9"
"129","Justin Jefferson","MIN","WR","8.8","1","8.8"
"130","Melvin Gordon III","DEN","RB","8.7","1","8.7"
"131","Dalton Schultz","DAL","TE","8.4","1","8.4"
"131","Geoff Swaim","TEN","TE","8.4","1","8.4"
"133","Van Jefferson","LAR","WR","8.3","1","8.3"
"134","Devonta Freeman","BAL","RB","8.2","1","8.2"
"135","Eddy Pineiro","NYJ","K","8.0","1","8.0"
"135","Atlanta Falcons","ATL","DST","8.0","1","8.0"
"135","Buffalo Bills","BUF","DST","8.0","1","8.0"
"135","Ryan Succop","TB","K","8.0","1","8.0"
"139","Kyle Pitts","ATL","TE","7.9","1","7.9"
"140","Ben Roethlisberger","PIT","QB","7.8","1","7.8"
"141","Michael Pittman Jr.","IND","WR","7.7","1","7.7"
"141","Stefon Diggs","BUF","WR","7.7","1","7.7"
"141","Tee Higgins","CIN","WR","7.7","1","7.7"
"144","Zach Ertz","Multi","TE","7.6","1","7.6"
"144","Justin Jackson","LAC","RB","7.6","1","7.6"
"146","Freddie Swain","SEA","WR","7.5","1","7.5"
"146","Courtland Sutton","DEN","WR","7.5","1","7.5"
"146","Cameron Brate","TB","TE","7.5","1","7.5"
"146","Duke Johnson Jr.","MIA","RB","7.5","1","7.5"
"150","Tony Pollard","DAL","RB","7.3","1","7.3"
"151","Ameer Abdullah","Multi","RB","7.2","1","7.2"
"151","Tyler Conklin","MIN","TE","7.2","1","7.2"
"151","Tyreek Hill","KC","WR","7.2","1","7.2"
"154","Mike Gesicki","MIA","TE","7.1","1","7.1"
"155","Le'Veon Bell","Multi","RB","7.0","1","7.0"
"155","Tyler Johnson","TB","WR","7.0","1","7.0"
"155","Harrison Butker","KC","K","7.0","1","7.0"
"155","Younghoe Koo","ATL","K","7.0","1","7.0"
"159","DeVonta Smith","PHI","WR","6.9","1","6.9"
"159","Jarvis Landry","CLE","WR","6.9","1","6.9"
"161","Cam Sims","WAS","WR","6.8","1","6.8"
"161","Michael Carter","NYJ","RB","6.8","1","6.8"
"163","Matt Ryan","ATL","QB","6.6","1","6.6"
"163","Harrison Bryant","CLE","TE","6.6","1","6.6"
"163","CeeDee Lamb","DAL","WR","6.6","1","6.6"
"163","DeVante Parker","MIA","WR","6.6","1","6.6"
"167","Russell Gage","ATL","WR","6.5","1","6.5"
"168","Jaylen Waddle","MIA","WR","6.2","1","6.2"
"168","Cordarrelle Patterson","ATL","RB","6.2","1","6.2"
"170","Green Bay Packers","GB","DST","6.0","1","6.0"
"170","Philadelphia Eagles","PHI","DST","6.0","1","6.0"
"170","Greg Joseph","MIN","K","6.0","1","6.0"
"170","Indianapolis Colts","IND","DST","6.0","1","6.0"
"170","Andre Roberts","Multi","WR","6.0","1","6.0"
"175","Mecole Hardman","KC","WR","5.8","1","5.8"
"175","Nick Chubb","CLE","RB","5.8","1","5.8"
"177","Devontae Booker","NYG","RB","5.6","1","5.6"
"177","Marvin Jones Jr.","JAC","WR","5.6","1","5.6"
"179","Allen Robinson II","CHI","WR","5.5","1","5.5"
"179","Gabriel Davis","BUF","WR","5.5","1","5.5"
"179","Ke'Shawn Vaughn","TB","RB","5.5","1","5.5"
"179","Ray-Ray McCloud","PIT","WR","5.5","1","5.5"
"183","Tua Tagovailoa","MIA","QB","5.3","1","5.3"
"184","Durham Smythe","MIA","TE","5.2","1","5.2"
"184","C.J. Uzomah","CIN","TE","5.2","1","5.2"
"184","Blake Bell","KC","TE","5.2","1","5.2"
"184","Hunter Henry","NE","TE","5.2","1","5.2"
"184","Cole Beasley","BUF","WR","5.2","1","5.2"
"189","Gerald Everett","SEA","TE","5.1","1","5.1"
"189","A.J. Brown","TEN","WR","5.1","1","5.1"
"189","Breshad Perriman","TB","WR","5.1","1","5.1"
"192","Seattle Seahawks","SEA","DST","5.0","1","5.0"
"192","New York Giants","NYG","DST","5.0","1","5.0"
"192","John Bates","WAS","TE","5.0","1","5.0"
"192","Byron Pringle","KC","WR","5.0","1","5.0"
"192","Derrick Gore","KC","RB","5.0","1","5.0"
"197","Austin Walter","NYJ","RB","4.9","1","4.9"
"197","D'Andre Swift","DET","RB","4.9","1","4.9"
"199","Ian Thomas","CAR","TE","4.8","1","4.8"
"200","Pat Freiermuth","PIT","TE","4.7","1","4.7"
"201","Parker Hesse","ATL","TE","4.6","1","4.6"
"201","Kenny Yeboah","NYJ","TE","4.6","1","4.6"
"203","Keelan Cole Sr.","NYJ","WR","4.5","1","4.5"
"203","Nico Collins","HOU","WR","4.5","1","4.5"
"203","Greg Ward","PHI","WR","4.5","1","4.5"
"206","DJ Moore","CAR","WR","4.4","1","4.4"
"207","Mo Alie-Cox","IND","TE","4.3","1","4.3"
"208","Dee Eskridge","SEA","WR","4.2","1","4.2"
"209","Antonio Brown","TB","WR","4.1","1","4.1"
"209","Trinity Benson","DET","WR","4.1","1","4.1"
"211","George Kittle","SF","TE","4.0","1","4.0"
"211","Matthew Wright","JAC","K","4.0","1","4.0"
"211","Cleveland Browns","CLE","DST","4.0","1","4.0"
"211","Lirim Hajrullahu","Multi","K","4.0","1","4.0"
"211","Cole Kmet","CHI","TE","4.0","1","4.0"
"216","Ryquell Armstead","JAC","RB","3.9","1","3.9"
"216","Zack Moss","BUF","RB","3.9","1","3.9"
"216","Daniel Brown","NYJ","TE","3.9","1","3.9"
"216","Greg Dortch","ARI","WR","3.9","1","3.9"
"216","Seth Williams","DEN","WR","3.9","1","3.9"
"221","Nyheim Hines","IND","RB","3.8","1","3.8"
"221","Austin Hooper","CLE","TE","3.8","1","3.8"
"223","Javonte Williams","DEN","RB","3.7","1","3.7"
"223","Tre' McKitty","LAC","TE","3.7","1","3.7"
"225","Jaylen Samuels","HOU","RB","3.6","1","3.6"
"225","Lil'Jordan Humphrey","NO","WR","3.6","1","3.6"
"227","Brandon Bolden","NE","RB","3.5","1","3.5"
"227","Jauan Jennings","SF","WR","3.5","1","3.5"
"227","Ezekiel Elliott","DAL","RB","3.5","1","3.5"
"230","Devin Duvernay","BAL","WR","3.3","1","3.3"
"230","Deonte Harty","NO","WR","3.3","1","3.3"
"230","Alexander Mattison","MIN","RB","3.3","1","3.3"
"230","Kendall Hinton","DEN","WR","3.3","1","3.3"
"234","Ronald Jones II","TB","RB","3.2","1","3.2"
"234","Chase Claypool","PIT","WR","3.2","1","3.2"
"234","Wendell Smallwood","WAS","RB","3.2","1","3.2"
"237","Jonathan Ward","ARI","RB","3.1","1","3.1"
"237","Latavius Murray","BAL","RB","3.1","1","3.1"
"237","Joshua Palmer","LAC","WR","3.1","1","3.1"
"240","Tampa Bay Buccaneers","TB","DST","3.0","1","3.0"
"240","Kansas City Chiefs","KC","DST","3.0","1","3.0"
"240","Jonnu Smith","NE","TE","3.0","1","3.0"
"240","Carolina Panthers","CAR","DST","3.0","1","3.0"
"240","Dyami Brown","WAS","WR","3.0","1","3.0"
"240","Houston Texans","HOU","DST","3.0","1","3.0"
"240","Arizona Cardinals","ARI","DST","3.0","1","3.0"
"240","Jason Sanders","MIA","K","3.0","1","3.0"
"240","Sam Darnold","CAR","QB","3.0","1","3.0"
"240","Tyler Bass","BUF","K","3.0","1","3.0"
"240","Riley Patterson","DET","K","3.0","1","3.0"
"240","Graham Gano","NYG","K","3.0","1","3.0"
"252","Damiere Byrd","CHI","WR","2.8","1","2.8"
"252","Jalen Richard","LV","RB","2.8","1","2.8"
"252","Dalvin Cook","MIN","RB","2.8","1","2.8"
"252","Ben Skowronek","LAR","WR","2.8","1","2.8"
"256","Travis Homer","SEA","RB","2.7","1","2.7"
"257","Jordan Howard","PHI","RB","2.6","1","2.6"
"257","Brian Hoyer","NE","QB","2.6","1","2.6"
"257","Terrace Marshall Jr.","CAR","WR","2.6","1","2.6"
"260","Quez Watkins","PHI","WR","2.5","1","2.5"
"260","Royce Freeman","Multi","RB","2.5","1","2.5"
"262","Laviska Shenault Jr.","JAC","WR","2.3","1","2.3"
"262","Myles Gaskin","MIA","RB","2.3","1","2.3"
"262","Chester Rogers","TEN","WR","2.3","1","2.3"
"262","Marquise Brown","BAL","WR","2.3","1","2.3"
"266","Adam Humphries","WAS","WR","2.2","1","2.2"
"266","Peyton Barber","LV","RB","2.2","1","2.2"
"268","Josiah Deguara","GB","TE","2.1","1","2.1"
"268","Jalen Guyton","LAC","WR","2.1","1","2.1"
"268","Jonathan Williams","WAS","RB","2.1","1","2.1"
"271","Matt Gay","LAR","K","2.0","1","2.0"
"271","New York Jets","NYJ","DST","2.0","1","2.0"
"271","Washington Commanders","WAS","DST","2.0","1","2.0"
"271","Robbie Anderson","CAR","WR","2.0","1","2.0"
"271","Las Vegas Raiders","LV","DST","2.0","1","2.0"
"271","Chase McLaughlin","CLE","K","2.0","1","2.0"
"271","Greg Zuerlein","DAL","K","2.0","1","2.0"
"278","D'Ernest Johnson","CLE","RB","1.9","1","1.9"
"278","Equanimeous St. Brown","GB","WR","1.9","1","1.9"
"278","Qadree Ollison","ATL","RB","1.9","1","1.9"
"278","Tyler Davis","GB","TE","1.9","1","1.9"
"278","Samaje Perine","CIN","RB","1.9","1","1.9"
"278","Kyle Juszczyk","SF","RB","1.9","1","1.9"
"284","Jeff Smith","NYJ","WR","1.8","1","1.8"
"284","Patrick Taylor Jr.","GB","RB","1.8","1","1.8"
"284","Olamide Zaccheaus","ATL","WR","1.8","1","1.8"
"284","Craig Reynolds","DET","RB","1.8","1","1.8"
"288","Trent Sherfield","SF","WR","1.7","1","1.7"
"288","David Sills V","NYG","WR","1.7","1","1.7"
"288","Tavon Austin","JAC","WR","1.7","1","1.7"
"288","Colby Parkinson","SEA","TE","1.7","1","1.7"
"288","Evan Engram","NYG","TE","1.7","1","1.7"
"288","Jordan Love","GB","QB","1.7","1","1.7"
"288","Juwann Winfree","GB","WR","1.7","1","1.7"
"295","Marcus Mariota","LV","QB","1.6","1","1.6"
"296","Albert Okwuegbunam","DEN","TE","1.5","1","1.5"
"297","Isaiah McKenzie","BUF","WR","1.4","1","1.4"
"297","Gunner Olszewski","NE","WR","1.4","1","1.4"
"297","Phillip Lindsay","Multi","RB","1.4","1","1.4"
"297","Pharaoh Brown","HOU","TE","1.4","1","1.4"
"297","Jeremy McNichols","TEN","RB","1.4","1","1.4"
"297","Brevin Jordan","HOU","TE","1.4","1","1.4"
"297","Foster Moreau","LV","TE","1.4","1","1.4"
"304","Zach Pascal","IND","WR","1.3","1","1.3"
"304","Stephen Anderson","LAC","TE","1.3","1","1.3"
"304","Ricky Seals-Jones","WAS","TE","1.3","1","1.3"
"304","Rashard Higgins","CLE","WR","1.3","1","1.3"
"304","Will Dissly","SEA","TE","1.3","1","1.3"
"309","Luke Farrell","JAC","TE","1.2","1","1.2"
"310","Noah Gray","KC","TE","1.1","1","1.1"
"310","Penny Hart","SEA","WR","1.1","1","1.1"
"310","JaMycal Hasty","SF","RB","1.1","1","1.1"
"310","Adam Prentice","NO","RB","1.1","1","1.1"
"314","Ka'imi Fairbairn","HOU","K","1.0","1","1.0"
"314","Dallas Cowboys","DAL","DST","1.0","1","1.0"
"314","DeSean Jackson","Multi","WR","1.0","1","1.0"
"314","Josh Gordon","KC","WR","1.0","1","1.0"
"318","Khalil Herbert","CHI","RB","0.9","1","0.9"
"318","Jesse James","CHI","TE","0.9","1","0.9"
"318","Dede Westbrook","MIN","WR","0.9","1","0.9"
"318","Juwan Johnson","NO","TE","0.9","1","0.9"
"322","Marquez Valdes-Scantling","GB","WR","0.8","1","0.8"
"323","Nick Boyle","BAL","TE","0.7","1","0.7"
"324","Chris Conley","HOU","WR","0.6","1","0.6"
"324","C.J. Ham","MIN","RB","0.6","1","0.6"
"324","DeAndre Carter","WAS","WR","0.6","1","0.6"
"327","Isaiah Ford","MIA","WR","0.5","1","0.5"
"327","Cam Newton","CAR","QB","0.5","1","0.5"
"327","Zach Gentry","PIT","TE","0.5","1","0.5"
"330","Kenneth Gainwell","PHI","RB","0.4","1","0.4"
"331","Eno Benjamin","ARI","RB","0.3","1","0.3"
"332","Michael Burton","KC","RB","0.2","1","0.2"
"332","Kellen Mond","MIN","QB","0.2","1","0.2"
"332","Gabe Nabers","LAC","RB","0.2","1","0.2"
"332","Benny Snell Jr.","PIT","RB","0.2","1","0.2"
"336","Dax Milne","WAS","WR","0.1","1","0.1"
"336","Derek Watt","PIT","RB","0.1","1","0.1"
"336","DeeJay Dallas","SEA","RB","0.1","1","0.1"
"339","Shi Smith","CAR","WR","0.0","1","0.0"
"339","Brandon Allen","CIN","QB","0.0","1","0.0"
"339","Ryan Nall","CHI","RB","0.0","1","0.0"
"339","Travis Benjamin","SF","WR","0.0","1","0.0"
"339","David Moore","Multi","WR","0.0","1","0.0"
"339","Charlie Woerner","SF","TE","0.0","1","0.0"
"339","Frank Darby","ATL","WR","0.0","1","0.0"
"339","River Cracraft","SF","WR","0.0","1","0.0"
"339","Brandon Powell","LAR","WR","0.0","1","0.0"
"339","Sammis Reyes","WAS","TE","0.0","1","0.0"
"339","Trent Taylor","CIN","WR","0.0","1","0.0"
"339","Ryan Switzer","FA","WR","0.0","1","0.0"
"339","Trace McSorley","ARI","QB","0.0","1","0.0"
"339","Brett Rypien","DEN","QB","0.0","1","0.0"
"339","Nathan Cottrell","JAC","RB","0.0","1","0.0"
"339","Kenjon Barner","TB","RB","0.0","1","0.0"
"339","Jordan Veasy","HOU","WR","0.0","1","0.0"
"339","Kevin Rader","PIT","TE","0.0","1","0.0"
"339","Kene Nwangwu","MIN","RB","0.0","1","0.0"
"339","Darwin Thompson","SEA","RB","0.0","1","0.0"
"339","Pharoh Cooper","NYG","WR","0.0","1","0.0"
"339","Elijah McGuire","FA","RB","0.0","1","0.0"
"339","Marquez Stevenson","BUF","WR","0.0","1","0.0"
"339","Darius Bradwell","LAC","RB","0.0","1","0.0"
"339","Ja'Marcus Bradley","CLE","WR","0.0","1","0.0"
"339","Jeff Wilson Jr.","SF","RB","0.0","1","0.0"
"339","Deon Jackson","IND","RB","0.0","1","0.0"
"339","Dezmon Patmon","IND","WR","0.0","1","0.0"
"339","Dawson Knox","BUF","TE","0.0","1","0.0"
"339","Eric Saubert","DEN","TE","0.0","1","0.0"
"339","Kyle Rudolph","NYG","TE","0.0","1","0.0"
"339","Darrell Daniels","ARI","TE","0.0","1","0.0"
"339","Godwin Igwebuike","DET","RB","0.0","1","0.0"
"339","Jakob Johnson","NE","RB","0.0","1","0.0"
"339","Marcus Kemp","KC","WR","0.0","1","0.0"
"339","Tyron Johnson","LV","WR","0.0","1","0.0"
"339","Jimmy Graham","CHI","TE","0.0","1","0.0"
"339","Dominique Dafney","GB","TE","0.0","1","0.0"
"339","Chris Manhertz","JAC","TE","0.0","1","0.0"
"339","Jacoby Brissett","MIA","QB","0.0","1","0.0"
"339","Ty Long","LAC","K","0.0","1","0.0"
"339","Miami Dolphins","MIA","DST","0.0","1","0.0"
"339","Keith Smith","ATL","RB","0.0","1","0.0"
"339","Damien Williams","CHI","RB","0.0","1","0.0"
"339","Corey Clement","DAL","RB","0.0","1","0.0"
"339","Brandon Zylstra","CAR","WR","0.0","1","0.0"
"339","Matthew Slater","NE","WR","0.0","1","0.0"
"339","Giovanni Ricci","CAR","TE","0.0","1","0.0"
"339","Taiwan Jones","BUF","RB","0.0","1","0.0"
"339","Justin Hardee","NYJ","WR","0.0","1","0.0"
"339","Stanley Morgan Jr.","CIN","WR","0.0","1","0.0"
"339","Jake Kumerow","BUF","WR","0.0","1","0.0"
"339","Drew Sample","CIN","TE","0.0","1","0.0"
"339","Christian Blake","ATL","WR","0.0","1","0.0"
"339","Mack Hollins","MIA","WR","0.0","1","0.0"
"339","James Washington","PIT","WR","0.0","1","0.0"
"339","Alex Erickson","CAR","WR","0.0","1","0.0"
"339","Kenny Golladay","NYG","WR","0.0","1","0.0"
"339","Nick Westbrook-Ikhine","TEN","WR","0.0","1","0.0"
"339","Jakeem Grant Sr.","Multi","WR","0.0","1","0.0"
"339","Bryan Edwards","LV","WR","0.0","1","0.0"
"339","Anthony Schwartz","CLE","WR","0.0","1","0.0"
"339","Ashton Dulin","IND","WR","0.0","1","0.0"
"339","Marquise Goodwin","CHI","WR","0.0","1","0.0"
"339","Tom Kennedy","DET","WR","0.0","1","0.0"
"339","Jamal Agnew","JAC","WR","0.0","1","0.0"
"405","Tony Jones Jr.","NO","RB","-0.2","1","-0.2"
"406","Jalen Reagor","PHI","WR","-0.3","1","-0.3"
"407","Ty Montgomery","NO","RB","-0.4","1","-0.4"
"408","Denver Broncos","DEN","DST","-1.0","1","-1.0"
"408","Cincinnati Bengals","CIN","DST","-1.0","1","-1.0"
"410","Diontae Spencer","DEN","WR","-2.0","1","-2.0"
"410","Jacksonville Jaguars","JAC","DST","-2.0","1","-2.0"
"412","Detroit Lions","DET","DST","-3.0","1","-3.0"
"413","Mike Glennon","NYG","QB","-3.7","1","-3.7"
"414","Minnesota Vikings","MIN","DST","-4.0","1","-4.0"
""
""
