"Rank","Player","Team","Position","Points","Games","Avg"
"54","Gerald Everett","SEA","TE","14.8","1","14.8"
"55","Ryan Tannehill","TEN","QB","14.6","1","14.6"
"56","Alexander Mattison","MIN","RB","14.5","1","14.5"
"57","Tom Brady","TB","QB","14.4","1","14.4"
"58","Dare Ogunbowale","JAC","RB","14.2","1","14.2"
"59","Baker Mayfield","CLE","QB","14.0","1","14.0"
"60","Najee Harris","PIT","RB","13.5","1","13.5"
"60","Chris Conley","HOU","WR","13.5","1","13.5"
"62","Michael Carter","NYJ","RB","13.4","1","13.4"
"63","Jeff Wilson Jr.","SF","RB","13.2","1","13.2"
"63","Kyle Pitts","ATL","TE","13.2","1","13.2"
"65","Matt Ryan","ATL","QB","13.1","1","13.1"
"65","T.Y. Hilton","IND","WR","13.1","1","13.1"
"67","Dominik Eberle","HOU","K","13.0","1","13.0"
"67","Green Bay Packers","GB","DST","13.0","1","13.0"
"67","Ke'Shawn Vaughn","TB","RB","13.0","1","13.0"
"67","Elliott Fry","Multi","K","13.0","1","13.0"
"71","Trevor Lawrence","JAC","QB","12.9","1","12.9"
"72","Allen Lazard","GB","WR","12.8","1","12.8"
"72","Joshua Palmer","LAC","WR","12.8","1","12.8"
"72","Antonio Gibson","WAS","RB","12.8","1","12.8"
"75","Braxton Berrios","NYJ","WR","12.5","1","12.5"
"75","Michael Pittman Jr.","IND","WR","12.5","1","12.5"
"77","Diontae Johnson","PIT","WR","12.1","1","12.1"
"78","Greg Joseph","MIN","K","12.0","1","12.0"
"78","Matt Gay","LAR","K","12.0","1","12.0"
"78","Dustin Hopkins","Multi","K","12.0","1","12.0"
"78","Kansas City Chiefs","KC","DST","12.0","1","12.0"
"78","Houston Texans","HOU","DST","12.0","1","12.0"
"78","Brandon Aiyuk","SF","WR","12.0","1","12.0"
"84","Derrick Gore","KC","RB","11.9","1","11.9"
"84","Tavon Austin","JAC","WR","11.9","1","11.9"
"86","Odell Beckham Jr.","Multi","WR","11.7","1","11.7"
"87","Hunter Renfrow","LV","WR","11.5","1","11.5"
"87","John Bates","WAS","TE","11.5","1","11.5"
"89","Marvin Jones Jr.","JAC","WR","11.4","1","11.4"
"90","Aaron Jones","GB","RB","11.2","1","11.2"
"91","James Proche II","BAL","WR","11.1","1","11.1"
"91","DK Metcalf","SEA","WR","11.1","1","11.1"
"93","Younghoe Koo","ATL","K","11.0","1","11.0"
"93","Matthew Wright","JAC","K","11.0","1","11.0"
"93","Evan McPherson","CIN","K","11.0","1","11.0"
"93","Tua Tagovailoa","MIA","QB","11.0","1","11.0"
"93","Los Angeles Rams","LAR","DST","11.0","1","11.0"
"93","Cyril Grayson Jr.","TB","WR","11.0","1","11.0"
"99","Josh Jacobs","LV","RB","10.9","1","10.9"
"100","Jonathan Taylor","IND","RB","10.8","1","10.8"
"100","Nico Collins","HOU","WR","10.8","1","10.8"
"102","Mecole Hardman","KC","WR","10.6","1","10.6"
"102","Rashod Bateman","BAL","WR","10.6","1","10.6"
"104","Tim Boyle","DET","QB","10.5","1","10.5"
"105","Shi Smith","CAR","WR","10.1","1","10.1"
"105","Boston Scott","PHI","RB","10.1","1","10.1"
"107","Riley Patterson","DET","K","10.0","1","10.0"
"107","Jimmy Graham","CHI","TE","10.0","1","10.0"
"107","Jake Elliott","PHI","K","10.0","1","10.0"
"107","Brandon McManus","DEN","K","10.0","1","10.0"
"107","Darrel Williams","KC","RB","10.0","1","10.0"
"112","Antoine Wesley","ARI","WR","9.9","1","9.9"
"113","Evan Engram","NYG","TE","9.7","1","9.7"
"113","Matthew Stafford","LAR","QB","9.7","1","9.7"
"115","Clyde Edwards-Helaire","KC","RB","9.6","1","9.6"
"116","Derek Carr","LV","QB","9.5","1","9.5"
"117","Anthony Schwartz","CLE","WR","9.4","1","9.4"
"117","Zach Ertz","Multi","TE","9.4","1","9.4"
"119","Khalil Herbert","CHI","RB","9.3","1","9.3"
"120","Hayden Hurst","ATL","TE","9.1","1","9.1"
"121","Tyler Bass","BUF","K","9.0","1","9.0"
"121","Denver Broncos","DEN","DST","9.0","1","9.0"
"121","New York Jets","NYJ","DST","9.0","1","9.0"
"121","Jason Sanders","MIA","K","9.0","1","9.0"
"121","Javonte Williams","DEN","RB","9.0","1","9.0"
"121","Michael Badgley","Multi","K","9.0","1","9.0"
"121","Randy Bullock","TEN","K","9.0","1","9.0"
"121","Eddy Pineiro","NYJ","K","9.0","1","9.0"
"121","Devonta Freeman","BAL","RB","9.0","1","9.0"
"130","Jakobi Meyers","NE","WR","8.9","1","8.9"
"131","Peyton Barber","LV","RB","8.7","1","8.7"
"131","Sam Darnold","CAR","QB","8.7","1","8.7"
"131","Foster Moreau","LV","TE","8.7","1","8.7"
"134","Lil'Jordan Humphrey","NO","WR","8.5","1","8.5"
"135","Darnell Mooney","CHI","WR","8.4","1","8.4"
"135","CeeDee Lamb","DAL","WR","8.4","1","8.4"
"137","Robbie Anderson","CAR","WR","8.3","1","8.3"
"137","Christian Kirk","ARI","WR","8.3","1","8.3"
"137","Rashard Higgins","CLE","WR","8.3","1","8.3"
"140","Dawson Knox","BUF","TE","8.1","1","8.1"
"140","Cameron Brate","TB","TE","8.1","1","8.1"
"142","Greg Zuerlein","DAL","K","8.0","1","8.0"
"142","Zay Jones","LV","WR","8.0","1","8.0"
"142","DJ Moore","CAR","WR","8.0","1","8.0"
"145","Dezmon Patmon","IND","WR","7.9","1","7.9"
"145","Jared Cook","LAC","TE","7.9","1","7.9"
"147","Mike Glennon","NYG","QB","7.8","1","7.8"
"147","Cordarrelle Patterson","ATL","RB","7.8","1","7.8"
"149","D'Onta Foreman","TEN","RB","7.7","1","7.7"
"149","Jamaal Williams","DET","RB","7.7","1","7.7"
"151","Brevin Jordan","HOU","TE","7.6","1","7.6"
"152","Jerry Jeudy","DEN","WR","7.5","1","7.5"
"152","Jarvis Landry","CLE","WR","7.5","1","7.5"
"154","Ben Roethlisberger","PIT","QB","7.4","1","7.4"
"154","Laquon Treadwell","JAC","WR","7.4","1","7.4"
"156","D'Ernest Johnson","CLE","RB","7.1","1","7.1"
"156","Mac Jones","NE","QB","7.1","1","7.1"
"156","Jason Moore Jr.","LAC","WR","7.1","1","7.1"
"156","Drew Lock","DEN","QB","7.1","1","7.1"
"156","AJ Dillon","GB","RB","7.1","1","7.1"
"161","Tennessee Titans","TEN","DST","7.0","1","7.0"
"161","Phillip Dorsett II","Multi","WR","7.0","1","7.0"
"163","Alvin Kamara","NO","RB","6.9","1","6.9"
"163","Cole Kmet","CHI","TE","6.9","1","6.9"
"163","Marquise Brown","BAL","WR","6.9","1","6.9"
"163","James O'Shaughnessy","JAC","TE","6.9","1","6.9"
"167","Cooper Rush","DAL","QB","6.8","1","6.8"
"168","Kyle Allen","WAS","QB","6.7","1","6.7"
"168","Taylor Heinicke","WAS","QB","6.7","1","6.7"
"170","Craig Reynolds","DET","RB","6.6","1","6.6"
"170","Devontae Booker","NYG","RB","6.6","1","6.6"
"170","Marquez Callaway","NO","WR","6.6","1","6.6"
"170","Tyler Higbee","LAR","TE","6.6","1","6.6"
"170","Tevin Coleman","NYJ","RB","6.6","1","6.6"
"170","Jordan Howard","PHI","RB","6.6","1","6.6"
"170","Harrison Bryant","CLE","TE","6.6","1","6.6"
"177","DeSean Jackson","Multi","WR","6.4","1","6.4"
"177","Tyler Conklin","MIN","TE","6.4","1","6.4"
"179","Dyami Brown","WAS","WR","6.3","1","6.3"
"179","Michael Gallup","DAL","WR","6.3","1","6.3"
"181","Chase Claypool","PIT","WR","6.1","1","6.1"
"181","C.J. Uzomah","CIN","TE","6.1","1","6.1"
"183","Jason Myers","SEA","K","6.0","1","6.0"
"183","Kyle Juszczyk","SF","RB","6.0","1","6.0"
"183","Detroit Lions","DET","DST","6.0","1","6.0"
"183","Tony Pollard","DAL","RB","6.0","1","6.0"
"183","Graham Gano","NYG","K","6.0","1","6.0"
"183","Lirim Hajrullahu","Multi","K","6.0","1","6.0"
"183","Robbie Gould","SF","K","6.0","1","6.0"
"183","Mason Crosby","GB","K","6.0","1","6.0"
"183","Chris Moore","HOU","WR","6.0","1","6.0"
"183","New Orleans Saints","NO","DST","6.0","1","6.0"
"183","Brandon Powell","LAR","WR","6.0","1","6.0"
"183","Las Vegas Raiders","LV","DST","6.0","1","6.0"
"183","Daniel Carlson","LV","K","6.0","1","6.0"
"196","Quez Watkins","PHI","WR","5.8","1","5.8"
"196","DeeJay Dallas","SEA","RB","5.8","1","5.8"
"198","Cam Newton","CAR","QB","5.6","1","5.6"
"199","Terry McLaurin","WAS","WR","5.5","1","5.5"
"199","Keenan Allen","LAC","WR","5.5","1","5.5"
"199","Adam Thielen","MIN","WR","5.5","1","5.5"
"202","Courtland Sutton","DEN","WR","5.3","1","5.3"
"202","Miles Sanders","PHI","RB","5.3","1","5.3"
"204","Mo Alie-Cox","IND","TE","5.2","1","5.2"
"205","Zach Gentry","PIT","TE","5.1","1","5.1"
"206","Buffalo Bills","BUF","DST","5.0","1","5.0"
"206","Minnesota Vikings","MIN","DST","5.0","1","5.0"
"206","San Francisco 49ers","SF","DST","5.0","1","5.0"
"206","Cairo Santos","CHI","K","5.0","1","5.0"
"210","Nick Westbrook-Ikhine","TEN","WR","4.8","1","4.8"
"210","Kadarius Toney","NYG","WR","4.8","1","4.8"
"212","Durham Smythe","MIA","TE","4.6","1","4.6"
"212","Josh Reynolds","Multi","WR","4.6","1","4.6"
"214","Mack Hollins","MIA","WR","4.5","1","4.5"
"214","Noah Fant","DEN","TE","4.5","1","4.5"
"214","Tyler Lockett","SEA","WR","4.5","1","4.5"
"214","Ray-Ray McCloud","PIT","WR","4.5","1","4.5"
"218","Tyler Kroft","NYJ","TE","4.4","1","4.4"
"218","Stephen Anderson","LAC","TE","4.4","1","4.4"
"218","JaMycal Hasty","SF","RB","4.4","1","4.4"
"221","Kendrick Bourne","NE","WR","4.3","1","4.3"
"222","Olamide Zaccheaus","ATL","WR","4.2","1","4.2"
"223","Austin Hooper","CLE","TE","4.1","1","4.1"
"224","Ian Book","NO","QB","4.0","1","4.0"
"224","Chris Boswell","PIT","K","4.0","1","4.0"
"224","Elijhaa Penny","NYG","RB","4.0","1","4.0"
"224","Chris Naggar","CLE","K","4.0","1","4.0"
"224","Seattle Seahawks","SEA","DST","4.0","1","4.0"
"224","Mike Davis","ATL","RB","4.0","1","4.0"
"224","Matt Prater","ARI","K","4.0","1","4.0"
"231","Duke Johnson Jr.","MIA","RB","3.9","1","3.9"
"231","Russell Gage","ATL","WR","3.9","1","3.9"
"233","A.J. Green","ARI","WR","3.8","1","3.8"
"233","Dallas Goedert","PHI","TE","3.8","1","3.8"
"235","Kenny Golladay","NYG","WR","3.7","1","3.7"
"235","Mike Gesicki","MIA","TE","3.7","1","3.7"
"237","Damiere Byrd","CHI","WR","3.6","1","3.6"
"237","Phillip Lindsay","Multi","RB","3.6","1","3.6"
"239","Keelan Cole Sr.","NYJ","WR","3.5","1","3.5"
"240","Brandon Bolden","NE","RB","3.4","1","3.4"
"240","Royce Freeman","Multi","RB","3.4","1","3.4"
"242","Marquise Goodwin","CHI","WR","3.3","1","3.3"
"242","Saquon Barkley","NYG","RB","3.3","1","3.3"
"242","Jaret Patterson","WAS","RB","3.3","1","3.3"
"245","Tommy Tremble","CAR","TE","3.2","1","3.2"
"245","Kalif Raymond","DET","WR","3.2","1","3.2"
"247","Benny Snell Jr.","PIT","RB","3.1","1","3.1"
"247","Mason Rudolph","PIT","QB","3.1","1","3.1"
"247","Jeremy McNichols","TEN","RB","3.1","1","3.1"
"247","Cody White","PIT","WR","3.1","1","3.1"
"247","George Kittle","SF","TE","3.1","1","3.1"
"252","Jacob Hollister","JAC","TE","3.0","1","3.0"
"252","Nick Folk","NE","K","3.0","1","3.0"
"252","Zack Moss","BUF","RB","3.0","1","3.0"
"252","Atlanta Falcons","ATL","DST","3.0","1","3.0"
"252","Cincinnati Bengals","CIN","DST","3.0","1","3.0"
"252","Emmanuel Sanders","BUF","WR","3.0","1","3.0"
"252","Jacksonville Jaguars","JAC","DST","3.0","1","3.0"
"252","Brett Maher","NO","K","3.0","1","3.0"
"252","Justin Tucker","BAL","K","3.0","1","3.0"
"252","Indianapolis Colts","IND","DST","3.0","1","3.0"
"262","Latavius Murray","BAL","RB","2.9","1","2.9"
"262","Jauan Jennings","SF","WR","2.9","1","2.9"
"262","Tyreek Hill","KC","WR","2.9","1","2.9"
"265","Rob Gronkowski","TB","TE","2.8","1","2.8"
"265","Tim Patrick","DEN","WR","2.8","1","2.8"
"265","Ashton Dulin","IND","WR","2.8","1","2.8"
"268","Dee Eskridge","SEA","WR","2.7","1","2.7"
"269","Joshua Kelley","LAC","RB","2.6","1","2.6"
"269","Tom Kennedy","DET","WR","2.6","1","2.6"
"269","Reggie Bonnafon","CAR","RB","2.6","1","2.6"
"269","KhaDarel Hodge","DET","WR","2.6","1","2.6"
"273","Geoff Swaim","TEN","TE","2.5","1","2.5"
"273","N'Keal Harry","NE","WR","2.5","1","2.5"
"273","Demarcus Robinson","KC","WR","2.5","1","2.5"
"273","DeAndre Carter","WAS","WR","2.5","1","2.5"
"273","Jalen Reagor","PHI","WR","2.5","1","2.5"
"278","Ameer Abdullah","Multi","RB","2.4","1","2.4"
"278","Dontrell Hilliard","TEN","RB","2.4","1","2.4"
"280","Kene Nwangwu","MIN","RB","2.3","1","2.3"
"280","Tylan Wallace","BAL","WR","2.3","1","2.3"
"280","C.J. Ham","MIN","RB","2.3","1","2.3"
"280","Nyheim Hines","IND","RB","2.3","1","2.3"
"284","Noah Gray","KC","TE","2.2","1","2.2"
"285","Myles Gaskin","MIA","RB","2.1","1","2.1"
"286","Arizona Cardinals","ARI","DST","2.0","1","2.0"
"286","Chicago Bears","CHI","DST","2.0","1","2.0"
"286","Pharaoh Brown","HOU","TE","2.0","1","2.0"
"286","Joey Slye","Multi","K","2.0","1","2.0"
"286","Cedrick Wilson Jr.","DAL","WR","2.0","1","2.0"
"291","Drew Sample","CIN","TE","1.9","1","1.9"
"291","Dax Milne","WAS","WR","1.9","1","1.9"
"291","Damien Williams","CHI","RB","1.9","1","1.9"
"291","Brock Wright","DET","TE","1.9","1","1.9"
"295","Anthony Firkser","TEN","TE","1.8","1","1.8"
"295","Jake Kumerow","BUF","WR","1.8","1","1.8"
"295","Corey Clement","DAL","RB","1.8","1","1.8"
"295","Ethan Wolf","NO","TE","1.8","1","1.8"
"299","Mark Ingram II","Multi","RB","1.7","1","1.7"
"299","Tre' McKitty","LAC","TE","1.7","1","1.7"
"299","Darrell Henderson Jr.","LAR","RB","1.7","1","1.7"
"302","Andy Janovich","CLE","RB","1.6","1","1.6"
"302","Jonathan Williams","WAS","RB","1.6","1","1.6"
"302","Blake Bell","KC","TE","1.6","1","1.6"
"302","Samaje Perine","CIN","RB","1.6","1","1.6"
"306","Marvin Hall","ATL","WR","1.5","1","1.5"
"306","Josiah Deguara","GB","TE","1.5","1","1.5"
"306","Dazz Newsome","CHI","WR","1.5","1","1.5"
"309","Freddie Swain","SEA","WR","1.4","1","1.4"
"309","Jalen Richard","LV","RB","1.4","1","1.4"
"309","Adam Humphries","WAS","WR","1.4","1","1.4"
"309","Jakob Johnson","NE","RB","1.4","1","1.4"
"309","Hunter Henry","NE","TE","1.4","1","1.4"
"314","Reggie Gilliam","BUF","RB","1.3","1","1.3"
"315","Julio Jones","TEN","WR","1.2","1","1.2"
"315","Kevin Rader","PIT","TE","1.2","1","1.2"
"315","Jake Fromm","NYG","QB","1.2","1","1.2"
"315","Tommylee Lewis","MIA","WR","1.2","1","1.2"
"315","Marcedes Lewis","GB","TE","1.2","1","1.2"
"315","Darius Slayton","NYG","WR","1.2","1","1.2"
"321","Terrace Marshall Jr.","CAR","WR","1.1","1","1.1"
"321","Kenneth Gainwell","PHI","RB","1.1","1","1.1"
"321","Kylen Granson","IND","TE","1.1","1","1.1"
"321","Van Jefferson","LAR","WR","1.1","1","1.1"
"321","Chris Myarick","NYG","TE","1.1","1","1.1"
"326","Christian Blake","ATL","WR","1.0","1","1.0"
"326","James Robinson","JAC","RB","1.0","1","1.0"
"326","Donovan Peoples-Jones","CLE","WR","1.0","1","1.0"
"326","David Sills V","NYG","WR","1.0","1","1.0"
"330","Ian Thomas","CAR","TE","0.9","1","0.9"
"330","Chuba Hubbard","CAR","RB","0.9","1","0.9"
"330","Kenny Stills","NO","WR","0.9","1","0.9"
"330","Gunner Olszewski","NE","WR","0.9","1","0.9"
"334","Chester Rogers","TEN","WR","0.8","1","0.8"
"334","Demetrius Harris","ARI","TE","0.8","1","0.8"
"336","Tony Jones Jr.","NO","RB","0.6","1","0.6"
"337","Melvin Gordon III","DEN","RB","0.5","1","0.5"
"338","Khari Blasingame","TEN","RB","0.4","1","0.4"
"339","Jonathan Ward","ARI","RB","0.3","1","0.3"
"339","Nathan Cottrell","JAC","RB","0.3","1","0.3"
"339","Maurice Ffrench","LAC","WR","0.3","1","0.3"
"342","Adam Prentice","NO","RB","0.2","1","0.2"
"342","Michael Burton","KC","RB","0.2","1","0.2"
"344","Chris Evans","CIN","RB","0.1","1","0.1"
"344","Ricky Seals-Jones","WAS","TE","0.1","1","0.1"
"346","Colby Parkinson","SEA","TE","0.0","1","0.0"
"346","Josh Gordon","KC","WR","0.0","1","0.0"
"346","Trevon Wesco","NYJ","TE","0.0","1","0.0"
"346","J.P. Holtz","CHI","TE","0.0","1","0.0"
"346","Jeremy Sprinkle","DAL","TE","0.0","1","0.0"
"346","Trent Taylor","CIN","WR","0.0","1","0.0"
"346","Kenjon Barner","TB","RB","0.0","1","0.0"
"346","Farrod Green","FA","TE","0.0","1","0.0"
"346","Stephen Sullivan","CAR","TE","0.0","1","0.0"
"346","Osirus Mitchell","FA","WR","0.0","1","0.0"
"346","Jalen Camp","HOU","WR","0.0","1","0.0"
"346","Kawaan Baker","NO","WR","0.0","1","0.0"
"346","Easop Winston Jr.","NO","WR","0.0","1","0.0"
"346","Tyree Jackson","PHI","TE","0.0","1","0.0"
"346","Nick Vannett","NO","TE","0.0","1","0.0"
"346","Sean McKeon","DAL","TE","0.0","1","0.0"
"346","Greg Dortch","ARI","WR","0.0","1","0.0"
"346","Pharoh Cooper","NYG","WR","0.0","1","0.0"
"346","Juwann Winfree","GB","WR","0.0","1","0.0"
"346","Deon Jackson","IND","RB","0.0","1","0.0"
"346","Patrick Taylor Jr.","GB","RB","0.0","1","0.0"
"346","Briley Moore","FA","TE","0.0","1","0.0"
"346","D.J. Montgomery","NYJ","WR","0.0","1","0.0"
"346","Jaylen Samuels","HOU","RB","0.0","1","0.0"
"346","Rashod Berry","DET","TE","0.0","1","0.0"
"346","Chad Henne","KC","QB","0.0","1","0.0"
"346","Sammis Reyes","WAS","TE","0.0","1","0.0"
"346","Miles Boykin","BAL","WR","0.0","1","0.0"
"346","Shane Zylstra","DET","TE","0.0","1","0.0"
"346","Mitchell Wilcox","CIN","TE","0.0","1","0.0"
"346","Marquez Stevenson","BUF","WR","0.0","1","0.0"
"346","Michael Bandy","LAC","WR","0.0","1","0.0"
"346","Kyle Rudolph","NYG","TE","0.0","1","0.0"
"346","Jordan Akins","HOU","TE","0.0","1","0.0"
"346","Godwin Igwebuike","DET","RB","0.0","1","0.0"
"346","Albert Okwuegbunam","DEN","TE","0.0","1","0.0"
"346","Marcus Kemp","KC","WR","0.0","1","0.0"
"346","J.J. Arcega-Whiteside","PHI","WR","0.0","1","0.0"
"346","Dede Westbrook","MIN","WR","0.0","1","0.0"
"346","Jonnu Smith","NE","TE","0.0","1","0.0"
"346","Eric Tomlinson","BAL","TE","0.0","1","0.0"
"346","David Njoku","CLE","TE","0.0","1","0.0"
"346","Keith Smith","ATL","RB","0.0","1","0.0"
"346","Trent Sherfield","SF","WR","0.0","1","0.0"
"346","Jacoby Brissett","MIA","QB","0.0","1","0.0"
"346","New York Giants","NYG","DST","0.0","1","0.0"
"346","Cleveland Browns","CLE","DST","0.0","1","0.0"
"346","Wayne Gallman Jr.","Multi","RB","0.0","1","0.0"
"346","Travis Homer","SEA","RB","0.0","1","0.0"
"346","Ty Montgomery","NO","RB","0.0","1","0.0"
"346","Demetric Felton Jr.","CLE","RB","0.0","1","0.0"
"346","MyCole Pruitt","TEN","TE","0.0","1","0.0"
"346","O.J. Howard","TB","TE","0.0","1","0.0"
"346","Giovanni Ricci","CAR","TE","0.0","1","0.0"
"346","Jack Stoll","PHI","TE","0.0","1","0.0"
"346","Racey McMath","TEN","WR","0.0","1","0.0"
"346","Ben Skowronek","LAR","WR","0.0","1","0.0"
"346","Stanley Morgan Jr.","CIN","WR","0.0","1","0.0"
"346","Scotty Miller","TB","WR","0.0","1","0.0"
"346","Blaine Gabbert","TB","QB","0.0","1","0.0"
"346","James Washington","PIT","WR","0.0","1","0.0"
"346","Jeff Smith","NYJ","WR","0.0","1","0.0"
"346","Alex Erickson","CAR","WR","0.0","1","0.0"
"346","Diontae Spencer","DEN","WR","0.0","1","0.0"
"346","Tyler Johnson","TB","WR","0.0","1","0.0"
"346","Jamal Agnew","JAC","WR","0.0","1","0.0"
"346","Cam Sims","WAS","WR","0.0","1","0.0"
"346","DeVante Parker","MIA","WR","0.0","1","0.0"
"346","Amari Rodgers","GB","WR","0.0","1","0.0"
"346","Denzel Mims","NYJ","WR","0.0","1","0.0"
"346","Penny Hart","SEA","WR","0.0","1","0.0"
"346","Jaydon Mickens","Multi","WR","0.0","1","0.0"
"346","Nsimba Webster","CHI","WR","0.0","1","0.0"
"419","Jake Funk","LAR","RB","-0.1","1","-0.1"
"419","Le'Veon Bell","Multi","RB","-0.1","1","-0.1"
"421","Washington Commanders","WAS","DST","-1.0","1","-1.0"
"421","New England Patriots","NE","DST","-1.0","1","-1.0"
"421","Equanimeous St. Brown","GB","WR","-1.0","1","-1.0"
"421","Carolina Panthers","CAR","DST","-1.0","1","-1.0"
"421","Baltimore Ravens","BAL","DST","-1.0","1","-1.0"
"426","Pittsburgh Steelers","PIT","DST","-2.0","1","-2.0"
"427","Los Angeles Chargers","LAC","DST","-3.0","1","-3.0"
""
""
