"Rank","Player","Team","Position","Points","Games","Avg"
"56","Davante Adams","GB","WR","14.4","1","14.4"
"57","Dalton Schultz","DAL","TE","14.1","1","14.1"
"58","Diontae Johnson","PIT","WR","14.0","1","14.0"
"58","New England Patriots","NE","DST","14.0","1","14.0"
"60","Cedrick Wilson Jr.","DAL","WR","13.9","1","13.9"
"60","Ezekiel Elliott","DAL","RB","13.9","1","13.9"
"62","Lamar Jackson","BAL","QB","13.4","1","13.4"
"63","Tua Tagovailoa","MIA","QB","13.2","1","13.2"
"64","Michael Gallup","DAL","WR","13.1","1","13.1"
"65","Justin Tucker","BAL","K","13.0","1","13.0"
"65","Evan McPherson","CIN","K","13.0","1","13.0"
"65","New York Giants","NYG","DST","13.0","1","13.0"
"65","Mason Crosby","GB","K","13.0","1","13.0"
"65","Green Bay Packers","GB","DST","13.0","1","13.0"
"70","Jared Goff","DET","QB","12.8","1","12.8"
"71","Ashton Dulin","IND","WR","12.7","1","12.7"
"72","Matt Breida","BUF","RB","12.5","1","12.5"
"73","DJ Moore","CAR","WR","12.3","1","12.3"
"73","Baker Mayfield","CLE","QB","12.3","1","12.3"
"73","Jakobi Meyers","NE","WR","12.3","1","12.3"
"76","Taylor Heinicke","WAS","QB","12.2","1","12.2"
"76","Tom Brady","TB","QB","12.2","1","12.2"
"76","Gerald Everett","SEA","TE","12.2","1","12.2"
"76","Jimmy Garoppolo","SF","QB","12.2","1","12.2"
"76","Boston Scott","PHI","RB","12.2","1","12.2"
"81","Jarvis Landry","CLE","WR","12.1","1","12.1"
"82","Pat Freiermuth","PIT","TE","12.0","1","12.0"
"82","Keenan Allen","LAC","WR","12.0","1","12.0"
"82","Brandin Cooks","HOU","WR","12.0","1","12.0"
"82","Tampa Bay Buccaneers","TB","DST","12.0","1","12.0"
"86","Damien Harris","NE","RB","11.7","1","11.7"
"87","Dalvin Cook","MIN","RB","11.3","1","11.3"
"87","Justin Jefferson","MIN","WR","11.3","1","11.3"
"89","Matt Ryan","ATL","QB","11.2","1","11.2"
"90","Zach Wilson","NYJ","QB","11.1","1","11.1"
"90","Tyler Lockett","SEA","WR","11.1","1","11.1"
"92","Baltimore Ravens","BAL","DST","11.0","1","11.0"
"92","James Robinson","JAC","RB","11.0","1","11.0"
"92","Buffalo Bills","BUF","DST","11.0","1","11.0"
"92","T.J. Hockenson","DET","TE","11.0","1","11.0"
"92","Cleveland Browns","CLE","DST","11.0","1","11.0"
"92","Brandon Aiyuk","SF","WR","11.0","1","11.0"
"92","David Njoku","CLE","TE","11.0","1","11.0"
"92","Robbie Gould","SF","K","11.0","1","11.0"
"92","Cairo Santos","CHI","K","11.0","1","11.0"
"101","T.Y. Hilton","IND","WR","10.8","1","10.8"
"101","Jamaal Williams","DET","RB","10.8","1","10.8"
"103","Cole Kmet","CHI","TE","10.5","1","10.5"
"103","Ben Roethlisberger","PIT","QB","10.5","1","10.5"
"105","Jimmy Graham","CHI","TE","10.4","1","10.4"
"106","Jason Sanders","MIA","K","10.0","1","10.0"
"107","Jalen Hurts","PHI","QB","9.9","1","9.9"
"108","Austin Walter","NYJ","RB","9.8","1","9.8"
"108","Trevor Siemian","NO","QB","9.8","1","9.8"
"108","Brevin Jordan","HOU","TE","9.8","1","9.8"
"108","Alexander Mattison","MIN","RB","9.8","1","9.8"
"112","Ronald Jones II","TB","RB","9.7","1","9.7"
"112","Freddie Swain","SEA","WR","9.7","1","9.7"
"112","D'Onta Foreman","TEN","RB","9.7","1","9.7"
"112","Chase Claypool","PIT","WR","9.7","1","9.7"
"116","Nick Westbrook-Ikhine","TEN","WR","9.5","1","9.5"
"116","Jared Cook","LAC","TE","9.5","1","9.5"
"118","Jauan Jennings","SF","WR","9.4","1","9.4"
"119","Melvin Gordon III","DEN","RB","9.3","1","9.3"
"120","Ryan Tannehill","TEN","QB","9.1","1","9.1"
"120","Tavon Austin","JAC","WR","9.1","1","9.1"
"120","Marquise Brown","BAL","WR","9.1","1","9.1"
"123","Minnesota Vikings","MIN","DST","9.0","1","9.0"
"124","David Montgomery","CHI","RB","8.9","1","8.9"
"125","Zay Jones","LV","WR","8.8","1","8.8"
"126","Noah Brown","DAL","WR","8.3","1","8.3"
"127","Cam Newton","CAR","QB","8.2","1","8.2"
"128","Chris Myarick","NYG","TE","8.1","1","8.1"
"129","Tevin Coleman","NYJ","RB","8.0","1","8.0"
"129","Greg Zuerlein","DAL","K","8.0","1","8.0"
"129","Ryan Succop","TB","K","8.0","1","8.0"
"129","Michael Badgley","Multi","K","8.0","1","8.0"
"129","Matt Gay","LAR","K","8.0","1","8.0"
"129","Seattle Seahawks","SEA","DST","8.0","1","8.0"
"129","New York Jets","NYJ","DST","8.0","1","8.0"
"136","Nick Vannett","NO","TE","7.6","1","7.6"
"137","Sean McKeon","DAL","TE","7.5","1","7.5"
"138","Brandon Bolden","NE","RB","7.4","1","7.4"
"139","Laquon Treadwell","JAC","WR","7.3","1","7.3"
"139","Saquon Barkley","NYG","RB","7.3","1","7.3"
"139","Jonnu Smith","NE","TE","7.3","1","7.3"
"139","Michael Pittman Jr.","IND","WR","7.3","1","7.3"
"139","Elijah Moore","NYJ","WR","7.3","1","7.3"
"144","Terry McLaurin","WAS","WR","7.1","1","7.1"
"144","Cole Beasley","BUF","WR","7.1","1","7.1"
"146","Graham Gano","NYG","K","7.0","1","7.0"
"146","Marquez Valdes-Scantling","GB","WR","7.0","1","7.0"
"146","Tyler Bass","BUF","K","7.0","1","7.0"
"146","Matt Ammendola","NYJ","K","7.0","1","7.0"
"146","Ty Montgomery","NO","RB","7.0","1","7.0"
"151","Rex Burkhead","HOU","RB","6.9","1","6.9"
"151","Miles Sanders","PHI","RB","6.9","1","6.9"
"153","Kene Nwangwu","MIN","RB","6.7","1","6.7"
"154","Eric Saubert","DEN","TE","6.6","1","6.6"
"154","DeAndre Carter","WAS","WR","6.6","1","6.6"
"156","Devonta Freeman","BAL","RB","6.5","1","6.5"
"156","Kenny Golladay","NYG","WR","6.5","1","6.5"
"156","Harrison Bryant","CLE","TE","6.5","1","6.5"
"156","David Johnson","HOU","RB","6.5","1","6.5"
"160","Marcus Mariota","LV","QB","6.4","1","6.4"
"160","James O'Shaughnessy","JAC","TE","6.4","1","6.4"
"162","Marvin Jones Jr.","JAC","WR","6.3","1","6.3"
"163","Damiere Byrd","CHI","WR","6.2","1","6.2"
"163","Lil'Jordan Humphrey","NO","WR","6.2","1","6.2"
"165","Houston Texans","HOU","DST","6.0","1","6.0"
"165","Atlanta Falcons","ATL","DST","6.0","1","6.0"
"165","Durham Smythe","MIA","TE","6.0","1","6.0"
"165","Matthew Wright","JAC","K","6.0","1","6.0"
"169","Mike Williams","LAC","WR","5.9","1","5.9"
"170","Laviska Shenault Jr.","JAC","WR","5.8","1","5.8"
"171","Gabriel Davis","BUF","WR","5.7","1","5.7"
"171","Braxton Berrios","NYJ","WR","5.7","1","5.7"
"173","Mike Davis","ATL","RB","5.6","1","5.6"
"173","DeeJay Dallas","SEA","RB","5.6","1","5.6"
"175","Ja'Marr Chase","CIN","WR","5.4","1","5.4"
"176","Devin Singletary","BUF","RB","5.3","1","5.3"
"177","Evan Engram","NYG","TE","5.2","1","5.2"
"177","Najee Harris","PIT","RB","5.2","1","5.2"
"179","Tre'Quan Smith","NO","WR","5.1","1","5.1"
"179","Rashod Bateman","BAL","WR","5.1","1","5.1"
"181","Zane Gonzalez","CAR","K","5.0","1","5.0"
"181","Chase McLaughlin","CLE","K","5.0","1","5.0"
"181","Dallas Cowboys","DAL","DST","5.0","1","5.0"
"181","San Francisco 49ers","SF","DST","5.0","1","5.0"
"181","Philadelphia Eagles","PHI","DST","5.0","1","5.0"
"181","New Orleans Saints","NO","DST","5.0","1","5.0"
"181","Washington Commanders","WAS","DST","5.0","1","5.0"
"181","Chris Boswell","PIT","K","5.0","1","5.0"
"189","Nick Chubb","CLE","RB","4.9","1","4.9"
"190","Kyle Juszczyk","SF","RB","4.7","1","4.7"
"190","Kenneth Gainwell","PHI","RB","4.7","1","4.7"
"192","Logan Thomas","WAS","TE","4.6","1","4.6"
"192","Rhamondre Stevenson","NE","RB","4.6","1","4.6"
"194","Emmanuel Sanders","BUF","WR","4.3","1","4.3"
"194","Darren Waller","LV","TE","4.3","1","4.3"
"194","Amon-Ra St. Brown","DET","WR","4.3","1","4.3"
"197","Ty Johnson","NYJ","RB","4.2","1","4.2"
"197","Darius Slayton","NYG","WR","4.2","1","4.2"
"197","Albert Wilson","MIA","WR","4.2","1","4.2"
"197","Phillip Lindsay","Multi","RB","4.2","1","4.2"
"201","Jalen Reagor","PHI","WR","4.1","1","4.1"
"202","Chicago Bears","CHI","DST","4.0","1","4.0"
"202","Brandon McManus","DEN","K","4.0","1","4.0"
"202","Kenyan Drake","LV","RB","4.0","1","4.0"
"202","Detroit Lions","DET","DST","4.0","1","4.0"
"202","Carolina Panthers","CAR","DST","4.0","1","4.0"
"207","Nico Collins","HOU","WR","3.8","1","3.8"
"207","Danny Amendola","HOU","WR","3.8","1","3.8"
"207","Cameron Brate","TB","TE","3.8","1","3.8"
"207","John Ross","NYG","WR","3.8","1","3.8"
"211","Kyle Pitts","ATL","TE","3.6","1","3.6"
"211","Quez Watkins","PHI","WR","3.6","1","3.6"
"211","Tim Patrick","DEN","WR","3.6","1","3.6"
"214","Christian McCaffrey","CAR","RB","3.5","1","3.5"
"214","Nelson Agholor","NE","WR","3.5","1","3.5"
"214","Jakeem Grant Sr.","Multi","WR","3.5","1","3.5"
"214","Jerry Jeudy","DEN","WR","3.5","1","3.5"
"214","Ryan Griffin","NYJ","TE","3.5","1","3.5"
"214","Joshua Palmer","LAC","WR","3.5","1","3.5"
"214","Tyler Conklin","MIN","TE","3.5","1","3.5"
"221","Keelan Cole Sr.","NYJ","WR","3.4","1","3.4"
"221","Marquez Callaway","NO","WR","3.4","1","3.4"
"221","Ameer Abdullah","Multi","RB","3.4","1","3.4"
"224","Chris Evans","CIN","RB","3.3","1","3.3"
"224","Jalen Guyton","LAC","WR","3.3","1","3.3"
"226","Kalen Ballage","PIT","RB","3.2","1","3.2"
"226","Kylen Granson","IND","TE","3.2","1","3.2"
"226","Mike Gesicki","MIA","TE","3.2","1","3.2"
"226","DeVonta Smith","PHI","WR","3.2","1","3.2"
"226","Devontae Booker","NYG","RB","3.2","1","3.2"
"226","Cody Hollister","TEN","WR","3.2","1","3.2"
"226","Tajae Sharpe","ATL","WR","3.2","1","3.2"
"233","Kalif Raymond","DET","WR","3.1","1","3.1"
"233","Mike Evans","TB","WR","3.1","1","3.1"
"233","Salvon Ahmed","MIA","RB","3.1","1","3.1"
"236","Jacksonville Jaguars","JAC","DST","3.0","1","3.0"
"236","Younghoe Koo","ATL","K","3.0","1","3.0"
"236","Joey Slye","Multi","K","3.0","1","3.0"
"236","Los Angeles Chargers","LAC","DST","3.0","1","3.0"
"236","Sony Michel","LAR","RB","3.0","1","3.0"
"236","Joshua Kelley","LAC","RB","3.0","1","3.0"
"242","Brandon Zylstra","CAR","WR","2.9","1","2.9"
"242","Will Dissly","SEA","TE","2.9","1","2.9"
"244","Ja'Marcus Bradley","CLE","WR","2.8","1","2.8"
"244","Stephen Anderson","LAC","TE","2.8","1","2.8"
"246","Noah Fant","DEN","TE","2.7","1","2.7"
"246","Chris Godwin","TB","WR","2.7","1","2.7"
"246","Tony Jones Jr.","NO","RB","2.7","1","2.7"
"246","Courtland Sutton","DEN","WR","2.7","1","2.7"
"250","Hunter Henry","NE","TE","2.6","1","2.6"
"250","Keith Smith","ATL","RB","2.6","1","2.6"
"252","PJ Walker","CAR","QB","2.5","1","2.5"
"253","D'Andre Swift","DET","RB","2.4","1","2.4"
"253","C.J. Uzomah","CIN","TE","2.4","1","2.4"
"253","Nyheim Hines","IND","RB","2.4","1","2.4"
"253","Adam Humphries","WAS","WR","2.4","1","2.4"
"257","Tyler Boyd","CIN","WR","2.3","1","2.3"
"257","Aaron Jones","GB","RB","2.3","1","2.3"
"257","Allen Lazard","GB","WR","2.3","1","2.3"
"257","Josiah Deguara","GB","TE","2.3","1","2.3"
"261","C.J. Ham","MIN","RB","2.1","1","2.1"
"262","Samaje Perine","CIN","RB","2.0","1","2.0"
"262","Ka'imi Fairbairn","HOU","K","2.0","1","2.0"
"262","Robbie Anderson","CAR","WR","2.0","1","2.0"
"262","John Bates","WAS","TE","2.0","1","2.0"
"262","Greg Joseph","MIN","K","2.0","1","2.0"
"262","Kareem Hunt","CLE","RB","2.0","1","2.0"
"262","Los Angeles Rams","LAR","DST","2.0","1","2.0"
"262","Dee Eskridge","SEA","WR","2.0","1","2.0"
"262","Devin Duvernay","BAL","WR","2.0","1","2.0"
"262","Donovan Peoples-Jones","CLE","WR","2.0","1","2.0"
"262","Indianapolis Colts","IND","DST","2.0","1","2.0"
"262","Riley Patterson","DET","K","2.0","1","2.0"
"262","Josh Johnson","Multi","QB","2.0","1","2.0"
"275","Dez Fitzpatrick","TEN","WR","1.9","1","1.9"
"275","Wayne Gallman Jr.","Multi","RB","1.9","1","1.9"
"277","Alex Erickson","CAR","WR","1.8","1","1.8"
"277","DK Metcalf","SEA","WR","1.8","1","1.8"
"277","J.J. Arcega-Whiteside","PHI","WR","1.8","1","1.8"
"277","Anthony McFarland Jr.","PIT","RB","1.8","1","1.8"
"277","Curtis Samuel","WAS","WR","1.8","1","1.8"
"277","George Kittle","SF","TE","1.8","1","1.8"
"283","Albert Okwuegbunam","DEN","TE","1.7","1","1.7"
"283","Bryan Edwards","LV","WR","1.7","1","1.7"
"285","Charlie Woerner","SF","TE","1.6","1","1.6"
"285","Chris Manhertz","JAC","TE","1.6","1","1.6"
"285","Carlos Hyde","JAC","RB","1.6","1","1.6"
"285","Isaiah Ford","MIA","WR","1.6","1","1.6"
"289","MyCole Pruitt","TEN","TE","1.5","1","1.5"
"289","Adam Prentice","NO","RB","1.5","1","1.5"
"289","Zach Gentry","PIT","TE","1.5","1","1.5"
"292","Dan Arnold","Multi","TE","1.4","1","1.4"
"292","Tyler Johnson","TB","WR","1.4","1","1.4"
"292","Pharoh Cooper","NYG","WR","1.4","1","1.4"
"292","Deonte Harty","NO","WR","1.4","1","1.4"
"292","Latavius Murray","BAL","RB","1.4","1","1.4"
"292","Marcedes Lewis","GB","TE","1.4","1","1.4"
"298","Geoff Swaim","TEN","TE","1.3","1","1.3"
"298","Mo Alie-Cox","IND","TE","1.3","1","1.3"
"298","Sammy Watkins","BAL","WR","1.3","1","1.3"
"301","Jeff Wilson Jr.","SF","RB","1.2","1","1.2"
"301","Equanimeous St. Brown","GB","WR","1.2","1","1.2"
"301","Parker Hesse","ATL","TE","1.2","1","1.2"
"301","Alex Collins","SEA","RB","1.2","1","1.2"
"301","Anthony Firkser","TEN","TE","1.2","1","1.2"
"306","Godwin Igwebuike","DET","RB","1.1","1","1.1"
"307","Jason Myers","SEA","K","1.0","1","1.0"
"307","K.J. Osborn","MIN","WR","1.0","1","1.0"
"307","Jake Elliott","PHI","K","1.0","1","1.0"
"307","Dustin Hopkins","Multi","K","1.0","1","1.0"
"307","Randy Bullock","TEN","K","1.0","1","1.0"
"307","Donald Parham Jr.","LAC","TE","1.0","1","1.0"
"307","Trent Sherfield","SF","WR","1.0","1","1.0"
"307","Jamison Crowder","NYJ","WR","1.0","1","1.0"
"307","Olamide Zaccheaus","ATL","WR","1.0","1","1.0"
"316","Khalil Herbert","CHI","RB","0.9","1","0.9"
"316","Preston Williams","MIA","WR","0.9","1","0.9"
"316","Tommy Tremble","CAR","TE","0.9","1","0.9"
"319","James Washington","PIT","WR","0.8","1","0.8"
"319","Foster Moreau","LV","TE","0.8","1","0.8"
"319","Tyler Higbee","LAR","TE","0.8","1","0.8"
"322","Anthony Miller","Multi","WR","0.7","1","0.7"
"322","Chester Rogers","TEN","WR","0.7","1","0.7"
"324","Chuba Hubbard","CAR","RB","0.6","1","0.6"
"325","Benny Snell Jr.","PIT","RB","0.5","1","0.5"
"325","Patrick Ricard","BAL","RB","0.5","1","0.5"
"325","Dallas Goedert","PHI","TE","0.5","1","0.5"
"328","Zach Pascal","IND","WR","0.2","1","0.2"
"329","Ty'Son Williams","BAL","RB","0.1","1","0.1"
"329","Chris Moore","HOU","WR","0.1","1","0.1"
"331","Tylan Wallace","BAL","WR","0.0","1","0.0"
"331","Trevon Wesco","NYJ","TE","0.0","1","0.0"
"331","J.P. Holtz","CHI","TE","0.0","1","0.0"
"331","John Brown","Multi","WR","0.0","1","0.0"
"331","Jermar Jefferson","DET","RB","0.0","1","0.0"
"331","Daniel Helm","LV","TE","0.0","1","0.0"
"331","Michael Bandy","LAC","WR","0.0","1","0.0"
"331","Marquez Stevenson","BUF","WR","0.0","1","0.0"
"331","Matt Cole","CAR","WR","0.0","1","0.0"
"331","Isaiah Coulter","CHI","WR","0.0","1","0.0"
"331","Brandin Bryant","BUF","RB","0.0","1","0.0"
"331","B.J. Emmons","FA","RB","0.0","1","0.0"
"331","Darius Bradwell","LAC","RB","0.0","1","0.0"
"331","JoJo Natson","CLE","WR","0.0","1","0.0"
"331","Tre' McKitty","LAC","TE","0.0","1","0.0"
"331","Brett Maher","NO","K","0.0","1","0.0"
"331","Frank Darby","ATL","WR","0.0","1","0.0"
"331","Pharaoh Brown","HOU","TE","0.0","1","0.0"
"331","Justin Jackson","LAC","RB","0.0","1","0.0"
"331","Austin Hooper","CLE","TE","0.0","1","0.0"
"331","Diontae Spencer","DEN","WR","0.0","1","0.0"
"331","Dominique Dafney","GB","TE","0.0","1","0.0"
"331","Dede Westbrook","MIN","WR","0.0","1","0.0"
"331","Ian Thomas","CAR","TE","0.0","1","0.0"
"331","Eric Tomlinson","BAL","TE","0.0","1","0.0"
"331","Feleipe Franks","ATL","QB","0.0","1","0.0"
"331","Demetric Felton Jr.","CLE","RB","0.0","1","0.0"
"331","Ty Long","LAC","K","0.0","1","0.0"
"331","Pittsburgh Steelers","PIT","DST","0.0","1","0.0"
"331","Las Vegas Raiders","LV","DST","0.0","1","0.0"
"331","Gary Brightwell","NYG","RB","0.0","1","0.0"
"331","Jaret Patterson","WAS","RB","0.0","1","0.0"
"331","Derek Watt","PIT","RB","0.0","1","0.0"
"331","Elijhaa Penny","NYG","RB","0.0","1","0.0"
"331","Dare Ogunbowale","JAC","RB","0.0","1","0.0"
"331","Gunner Olszewski","NE","WR","0.0","1","0.0"
"331","Kendall Hinton","DEN","WR","0.0","1","0.0"
"331","Stanley Morgan Jr.","CIN","WR","0.0","1","0.0"
"331","Scotty Miller","TB","WR","0.0","1","0.0"
"331","Greg Ward","PHI","WR","0.0","1","0.0"
"331","Lee Smith","ATL","TE","0.0","1","0.0"
"331","Giovanni Ricci","CAR","TE","0.0","1","0.0"
"331","Tory Carter","TEN","RB","0.0","1","0.0"
"331","KhaDarel Hodge","DET","WR","0.0","1","0.0"
"331","Buddy Howell","LAR","RB","0.0","1","0.0"
"331","Drew Lock","DEN","QB","0.0","1","0.0"
"331","Jaelon Darden","TB","WR","0.0","1","0.0"
"331","Jesse James","CHI","TE","0.0","1","0.0"
"331","Marquise Goodwin","CHI","WR","0.0","1","0.0"
"331","Jaydon Mickens","Multi","WR","0.0","1","0.0"
"331","Andre Roberts","Multi","WR","0.0","1","0.0"
"331","Mack Hollins","MIA","WR","0.0","1","0.0"
"331","Mike Thomas","CIN","WR","0.0","1","0.0"
"331","Taiwan Jones","BUF","RB","0.0","1","0.0"
"331","Dwayne Washington","NO","RB","0.0","1","0.0"
"331","Amari Rodgers","GB","WR","0.0","1","0.0"
"331","Cam Sims","WAS","WR","0.0","1","0.0"
"388","Brandon Allen","CIN","QB","-0.1","1","-0.1"
"388","Brian Hoyer","NE","QB","-0.1","1","-0.1"
"390","Khari Blasingame","TEN","RB","-1.4","1","-1.4"
"391","Tennessee Titans","TEN","DST","-2.0","1","-2.0"
"391","J.J. Koski","LAR","WR","-2.0","1","-2.0"
""
""
