"Rank","Player","Team","Position","Points","Games","Avg"
"187","Leonard Fournette","TB","RB","5.8","1","5.8"
"187","Javonte Williams","DEN","RB","5.8","1","5.8"
"189","D'Andre Swift","DET","RB","5.6","1","5.6"
"190","Zach Gentry","PIT","TE","5.4","1","5.4"
"190","David Njoku","CLE","TE","5.4","1","5.4"
"190","Kadarius Toney","NYG","WR","5.4","1","5.4"
"193","C.J. Uzomah","CIN","TE","5.3","1","5.3"
"194","Terry McLaurin","WAS","WR","5.0","1","5.0"
"194","Courtland Sutton","DEN","WR","5.0","1","5.0"
"194","Juwann Winfree","GB","WR","5.0","1","5.0"
"194","Jason Sanders","MIA","K","5.0","1","5.0"
"194","Graham Gano","NYG","K","5.0","1","5.0"
"199","Albert Okwuegbunam","DEN","TE","4.9","1","4.9"
"199","Jaylen Waddle","MIA","WR","4.9","1","4.9"
"201","Jeremy McNichols","TEN","RB","4.8","1","4.8"
"202","Austin Hooper","CLE","TE","4.6","1","4.6"
"202","Jaret Patterson","WAS","RB","4.6","1","4.6"
"204","Marquez Callaway","NO","WR","4.5","1","4.5"
"204","Garrett Griffin","NO","TE","4.5","1","4.5"
"204","Tommy Sweeney","BUF","TE","4.5","1","4.5"
"204","Adam Humphries","WAS","WR","4.5","1","4.5"
"204","Sterling Shepard","NYG","WR","4.5","1","4.5"
"204","Ben Skowronek","LAR","WR","4.5","1","4.5"
"210","James Robinson","JAC","RB","4.4","1","4.4"
"210","Nyheim Hines","IND","RB","4.4","1","4.4"
"210","Alex Collins","SEA","RB","4.4","1","4.4"
"213","Harrison Bryant","CLE","TE","4.3","1","4.3"
"213","JaMycal Hasty","SF","RB","4.3","1","4.3"
"213","Kevin White","NO","WR","4.3","1","4.3"
"216","Marquise Goodwin","CHI","WR","4.2","1","4.2"
"217","N'Keal Harry","NE","WR","4.0","1","4.0"
"217","Tyler Higbee","LAR","TE","4.0","1","4.0"
"217","Keelan Cole Sr.","NYJ","WR","4.0","1","4.0"
"217","Chase McLaughlin","CLE","K","4.0","1","4.0"
"217","New York Jets","NYJ","DST","4.0","1","4.0"
"217","Denzel Mims","NYJ","WR","4.0","1","4.0"
"223","Cole Kmet","CHI","TE","3.9","1","3.9"
"224","Hunter Henry","NE","TE","3.8","1","3.8"
"224","Kendrick Bourne","NE","WR","3.8","1","3.8"
"226","Rashard Higgins","CLE","WR","3.7","1","3.7"
"227","Rhamondre Stevenson","NE","RB","3.6","1","3.6"
"227","Allen Robinson II","CHI","WR","3.6","1","3.6"
"229","Jared Cook","LAC","TE","3.5","1","3.5"
"230","Devin Singletary","BUF","RB","3.4","1","3.4"
"231","Salvon Ahmed","MIA","RB","3.3","1","3.3"
"231","Tommy Tremble","CAR","TE","3.3","1","3.3"
"233","MyCole Pruitt","TEN","TE","3.2","1","3.2"
"233","Tony Pollard","DAL","RB","3.2","1","3.2"
"235","Laviska Shenault Jr.","JAC","WR","3.1","1","3.1"
"235","Justin Jefferson","MIN","WR","3.1","1","3.1"
"237","Chris Boswell","PIT","K","3.0","1","3.0"
"237","Josiah Deguara","GB","TE","3.0","1","3.0"
"237","Los Angeles Chargers","LAC","DST","3.0","1","3.0"
"237","Ryan Succop","TB","K","3.0","1","3.0"
"237","Matt Prater","ARI","K","3.0","1","3.0"
"237","Atlanta Falcons","ATL","DST","3.0","1","3.0"
"237","Scottie Phillips","HOU","RB","3.0","1","3.0"
"237","Cleveland Browns","CLE","DST","3.0","1","3.0"
"245","Chris Conley","HOU","WR","2.9","1","2.9"
"245","Mike Williams","LAC","WR","2.9","1","2.9"
"247","Quez Watkins","PHI","WR","2.8","1","2.8"
"248","Dax Milne","WAS","WR","2.7","1","2.7"
"248","Kenneth Gainwell","PHI","RB","2.7","1","2.7"
"248","Travis Kelce","KC","TE","2.7","1","2.7"
"251","T.Y. Hilton","IND","WR","2.6","1","2.6"
"251","Jaelon Darden","TB","WR","2.6","1","2.6"
"251","Samaje Perine","CIN","RB","2.6","1","2.6"
"251","Chris Moore","HOU","WR","2.6","1","2.6"
"251","O.J. Howard","TB","TE","2.6","1","2.6"
"251","Brandon Bolden","NE","RB","2.6","1","2.6"
"251","Jalen Reagor","PHI","WR","2.6","1","2.6"
"258","Cameron Brate","TB","TE","2.5","1","2.5"
"258","Cam Sims","WAS","WR","2.5","1","2.5"
"258","Royce Freeman","Multi","RB","2.5","1","2.5"
"261","Ronald Jones II","TB","RB","2.4","1","2.4"
"262","Jalen Guyton","LAC","WR","2.3","1","2.3"
"262","Amari Rodgers","GB","WR","2.3","1","2.3"
"262","Demarcus Robinson","KC","WR","2.3","1","2.3"
"262","Dare Ogunbowale","JAC","RB","2.3","1","2.3"
"262","Kyle Pitts","ATL","TE","2.3","1","2.3"
"262","Jonnu Smith","NE","TE","2.3","1","2.3"
"268","Demetric Felton Jr.","CLE","RB","2.2","1","2.2"
"268","Ricky Seals-Jones","WAS","TE","2.2","1","2.2"
"268","Equanimeous St. Brown","GB","WR","2.2","1","2.2"
"271","Dalton Schultz","DAL","TE","2.1","1","2.1"
"271","Elijhaa Penny","NYG","RB","2.1","1","2.1"
"273","K.J. Osborn","MIN","WR","2.0","1","2.0"
"273","Jacksonville Jaguars","JAC","DST","2.0","1","2.0"
"273","Collin Johnson","NYG","WR","2.0","1","2.0"
"273","Rondale Moore","ARI","WR","2.0","1","2.0"
"273","Dallas Cowboys","DAL","DST","2.0","1","2.0"
"273","DeVonta Smith","PHI","WR","2.0","1","2.0"
"273","Ka'imi Fairbairn","HOU","K","2.0","1","2.0"
"280","C.J. Ham","MIN","RB","1.8","1","1.8"
"280","Noah Fant","DEN","TE","1.8","1","1.8"
"282","Byron Pringle","KC","WR","1.7","1","1.7"
"282","Olamide Zaccheaus","ATL","WR","1.7","1","1.7"
"284","Kyle Juszczyk","SF","RB","1.6","1","1.6"
"285","Patrick Laird","MIA","RB","1.5","1","1.5"
"285","Tyron Johnson","LV","WR","1.5","1","1.5"
"285","Ian Thomas","CAR","TE","1.5","1","1.5"
"288","Jeff Smith","NYJ","WR","1.4","1","1.4"
"288","Hayden Hurst","ATL","TE","1.4","1","1.4"
"288","Adam Trautman","NO","TE","1.4","1","1.4"
"288","Jack Stoll","PHI","TE","1.4","1","1.4"
"292","Danny Amendola","HOU","WR","1.3","1","1.3"
"292","Adam Shaheen","MIA","TE","1.3","1","1.3"
"292","Anthony Firkser","TEN","TE","1.3","1","1.3"
"292","Marcus Johnson","TEN","WR","1.3","1","1.3"
"296","Luke Stocker","MIN","TE","1.2","1","1.2"
"296","Antoine Wesley","ARI","WR","1.2","1","1.2"
"296","Noah Brown","DAL","WR","1.2","1","1.2"
"296","Ryan Griffin","NYJ","TE","1.2","1","1.2"
"296","Chris Herndon IV","MIN","TE","1.2","1","1.2"
"296","Benny Snell Jr.","PIT","RB","1.2","1","1.2"
"296","Charlie Woerner","SF","TE","1.2","1","1.2"
"303","Ihmir Smith-Marsette","MIN","WR","1.1","1","1.1"
"303","Odell Beckham Jr.","Multi","WR","1.1","1","1.1"
"303","Buddy Howell","LAR","RB","1.1","1","1.1"
"303","Larry Rountree III","LAC","RB","1.1","1","1.1"
"307","Tavon Austin","JAC","WR","1.0","1","1.0"
"307","Matthew Wright","JAC","K","1.0","1","1.0"
"307","Ray-Ray McCloud","PIT","WR","1.0","1","1.0"
"307","Arizona Cardinals","ARI","DST","1.0","1","1.0"
"307","Alexander Mattison","MIN","RB","1.0","1","1.0"
"312","Ty Montgomery","NO","RB","0.9","1","0.9"
"312","John Bates","WAS","TE","0.9","1","0.9"
"312","James Washington","PIT","WR","0.9","1","0.9"
"315","Luke Farrell","JAC","TE","0.8","1","0.8"
"315","Phillip Lindsay","Multi","RB","0.8","1","0.8"
"315","David Johnson","HOU","RB","0.8","1","0.8"
"318","Josh Johnson","Multi","QB","0.7","1","0.7"
"318","Jakob Johnson","NE","RB","0.7","1","0.7"
"318","Rashaad Penny","SEA","RB","0.7","1","0.7"
"318","Gerald Everett","SEA","TE","0.7","1","0.7"
"322","David Blough","DET","QB","0.6","1","0.6"
"322","DeeJay Dallas","SEA","RB","0.6","1","0.6"
"324","Kylen Granson","IND","TE","0.5","1","0.5"
"325","Ryan Nall","CHI","RB","0.4","1","0.4"
"325","Gardner Minshew II","PHI","QB","0.4","1","0.4"
"327","La'Mical Perine","NYJ","RB","0.3","1","0.3"
"327","Shi Smith","CAR","WR","0.3","1","0.3"
"329","John Wolford","LAR","QB","0.2","1","0.2"
"330","Anthony McFarland Jr.","PIT","RB","0.1","1","0.1"
"331","J.P. Holtz","CHI","TE","0.0","1","0.0"
"331","Josh Gordon","KC","WR","0.0","1","0.0"
"331","Isaiah Ford","MIA","WR","0.0","1","0.0"
"331","Tyrie Cleveland","DEN","WR","0.0","1","0.0"
"331","Dante Pettis","NYG","WR","0.0","1","0.0"
"331","Keith Kirkwood","CAR","WR","0.0","1","0.0"
"331","Deon Yelder","TB","TE","0.0","1","0.0"
"331","Josh Hammond","JAC","WR","0.0","1","0.0"
"331","Dontrell Hilliard","TEN","RB","0.0","1","0.0"
"331","Darwin Thompson","SEA","RB","0.0","1","0.0"
"331","Cam Akers","LAR","RB","0.0","1","0.0"
"331","Donald Parham Jr.","LAC","TE","0.0","1","0.0"
"331","Blake Jarwin","DAL","TE","0.0","1","0.0"
"331","Will Dissly","SEA","TE","0.0","1","0.0"
"331","Rob Gronkowski","TB","TE","0.0","1","0.0"
"331","Blake Bell","KC","TE","0.0","1","0.0"
"331","Juwan Johnson","NO","TE","0.0","1","0.0"
"331","Stephen Anderson","LAC","TE","0.0","1","0.0"
"331","Trenton Cannon","Multi","RB","0.0","1","0.0"
"331","Malik Taylor","GB","WR","0.0","1","0.0"
"331","Marcus Kemp","KC","WR","0.0","1","0.0"
"331","Marcedes Lewis","GB","TE","0.0","1","0.0"
"331","Mo Alie-Cox","IND","TE","0.0","1","0.0"
"331","Demetrius Harris","ARI","TE","0.0","1","0.0"
"331","Darrell Daniels","ARI","TE","0.0","1","0.0"
"331","Austin Seibert","DET","K","0.0","1","0.0"
"331","Ty Long","LAC","K","0.0","1","0.0"
"331","Tampa Bay Buccaneers","TB","DST","0.0","1","0.0"
"331","Miami Dolphins","MIA","DST","0.0","1","0.0"
"331","Wayne Gallman Jr.","Multi","RB","0.0","1","0.0"
"331","Jonathan Ward","ARI","RB","0.0","1","0.0"
"331","David Montgomery","CHI","RB","0.0","1","0.0"
"331","Kylin Hill","GB","RB","0.0","1","0.0"
"331","Justin Hardee","NYJ","WR","0.0","1","0.0"
"331","Jauan Jennings","SF","WR","0.0","1","0.0"
"331","Greg Ward","PHI","WR","0.0","1","0.0"
"331","Kendall Hinton","DEN","WR","0.0","1","0.0"
"331","Lee Smith","ATL","TE","0.0","1","0.0"
"331","Giovanni Ricci","CAR","TE","0.0","1","0.0"
"331","Tutu Atwell","LAR","WR","0.0","1","0.0"
"331","Cethan Carter","MIA","TE","0.0","1","0.0"
"331","Taiwan Jones","BUF","RB","0.0","1","0.0"
"331","Marlon Mack","IND","RB","0.0","1","0.0"
"331","KhaDarel Hodge","DET","WR","0.0","1","0.0"
"331","Tory Carter","TEN","RB","0.0","1","0.0"
"331","Matthew Slater","NE","WR","0.0","1","0.0"
"331","Freddie Swain","SEA","WR","0.0","1","0.0"
"331","Mack Hollins","MIA","WR","0.0","1","0.0"
"331","Darius Slayton","NYG","WR","0.0","1","0.0"
"331","Andre Roberts","Multi","WR","0.0","1","0.0"
"331","Alex Erickson","CAR","WR","0.0","1","0.0"
"331","Gunner Olszewski","NE","WR","0.0","1","0.0"
"331","Isaiah McKenzie","BUF","WR","0.0","1","0.0"
"331","Jakeem Grant Sr.","Multi","WR","0.0","1","0.0"
"331","Chester Rogers","TEN","WR","0.0","1","0.0"
"331","Anthony Schwartz","CLE","WR","0.0","1","0.0"
"331","Emmanuel Sanders","BUF","WR","0.0","1","0.0"
"331","Ashton Dulin","IND","WR","0.0","1","0.0"
"331","Robbie Anderson","CAR","WR","0.0","1","0.0"
"331","Kalif Raymond","DET","WR","0.0","1","0.0"
"331","Penny Hart","SEA","WR","0.0","1","0.0"
"331","Tom Kennedy","DET","WR","0.0","1","0.0"
"393","Logan Woodside","TEN","QB","-0.1","1","-0.1"
"393","PJ Walker","CAR","QB","-0.1","1","-0.1"
"395","Kalen Ballage","PIT","RB","-0.3","1","-0.3"
"395","Damien Williams","CHI","RB","-0.3","1","-0.3"
"397","Chicago Bears","CHI","DST","-1.0","1","-1.0"
"398","Houston Texans","HOU","DST","-3.0","1","-3.0"
"399","Detroit Lions","DET","DST","-4.0","1","-4.0"
""
""
