Rank,Player,REC,TGT,RE_YDS,Y/R,LG,20+,RE_TD,RU_ATT,RU_YDS,RU_TD,FL,G,FPTS,FPTS/G,OWN
347,Maurice Alexander (DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
348,Keric Wheatfall (PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
349,Kevin Kassis (SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
350,Irvin Charles (NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
351,Lujuan Winningham (JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
352,Dai'Jean Dixon (NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
353,Gerrit Prince (JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
354,Britain Covey (PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
355,Brandon Johnson (DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
356,Trevon Bradford (LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
357,Johnny Johnson III (HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
358,Braylon Sanders (MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
359,Jontre Kirklin (ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
360,JaVonta Payton (ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
361,Danny Davis (GB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
362,Kyric McGowan (WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
363,Stone Smartt (LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
364,Ra'Shaun Henry (CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
365,Derek Wright (CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
366,Drew Estrada (HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
367,Dareke Young (SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
368,Montrell Washington (DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20%
369,Devon Allen (PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
370,Wan'Dale Robinson (NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.90%
371,George Pickens (PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.20%
372,Jaivon Heiligh (CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
373,Tyquan Thornton (NE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50%
374,Treylon Burks (TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.90%
375,John Metchie III (HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20%
376,Garrett Wilson (NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.40%
377,Kevin Austin Jr. (JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
378,Makai Polk (BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
379,Cornell Powell (KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
380,Cade Johnson (SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
381,Daurice Fountain (KC),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
382,Demario Ballard (DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
383,Patrick Edwards (DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
384,Eron Riley (NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
385,John Brown (FA),0,3,0,0,0,0,0,0,0,0,0,3,0,0,2.00%
386,Jordan Matthews (SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
387,Marko Mitchell (MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
388,Lance Long (SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
389,Kenny McKinley (DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
390,Bobby Wade (WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
391,Chris Henry (CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
392,Matthew Slater (NE),0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.00%
393,Onrea Jones (CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
394,Taj Smith (IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
395,Nate Hughes (JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
396,Rod Harper (PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
397,Mike Furrey (WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
398,Maurice Purify (CIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
399,Sam Giguere (NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
400,Marken Michel (WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
401,Geronimo Allison (ATL),0,2,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
402,Victor Bolden Jr. (ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
403,Robert Foster (NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
404,Javon Wims (CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
405,Richie James Jr. (NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%
406,Trey Quinn (DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
407,Deon Cain (PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
408,Marcell Ateman (ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
409,River Cracraft (MIA),0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.00%
410,Rodney Adams (FA),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
411,Ryan Switzer (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
412,David Moore (CHI),0,2,0,0,0,0,0,0,0,0,0,2,0,0,0.00%
413,Tanner Gentry (BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
414,Bug Howard (TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
415,Justin Hardee (NYJ),0,0,0,0,0,0,0,0,0,0,0,11,0,0,0.00%
416,JoJo Natson (FA),0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.00%
417,Michael Thomas (NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.00%
418,Allen Hurns (FA),0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.00%
419,Corey Coleman (KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
420,Daylen Baldwin (CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
421,Ty Montgomery (NE),16,26,95,5.9,21,1,0,15,44,0,0,14,0,0,0.70%
422,Devin Smith (FA),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.00%
423,Devin Funchess (DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%
424,Racey McMath (TEN),2,6,8,4,9,0,0,0,0,0,1,6,-0.2,0,0.10%
425,Alex Bachman (NYG),0,0,0,0,0,0,0,1,-3,0,0,2,-0.3,-0.2,0.00%
426,J.J. Koski (LAR),0,0,0,0,0,0,0,0,0,0,1,3,-2,-0.7,0.00%
427,Travis Benjamin (FA),0,5,0,0,0,0,0,0,0,0,1,5,-2,-0.4,0.00%
428,Diontae Spencer (FA),1,4,-3,-3,0,0,0,0,0,0,2,15,-3.8,-0.3,0.00%
