"Rank","Player","Team","Position","Points","Games","Avg"
"125","Evan Engram","NYG","TE","7.4","1","7.4"
"126","Jimmy Garoppolo","SF","QB","7.2","1","7.2"
"127","Tyler Higbee","LAR","TE","7.1","1","7.1"
"127","Johnny Stanton IV","CLE","RB","7.1","1","7.1"
"129","Matt Prater","ARI","K","7.0","1","7.0"
"129","Houston Texans","HOU","DST","7.0","1","7.0"
"129","Brian Johnson","Multi","K","7.0","1","7.0"
"129","Chase McLaughlin","CLE","K","7.0","1","7.0"
"129","Washington Commanders","WAS","DST","7.0","1","7.0"
"129","Michael Badgley","Multi","K","7.0","1","7.0"
"129","Los Angeles Rams","LAR","DST","7.0","1","7.0"
"136","Jakobi Meyers","NE","WR","6.9","1","6.9"
"137","Cole Kmet","CHI","TE","6.8","1","6.8"
"138","Jonnu Smith","NE","TE","6.7","1","6.7"
"138","Freddie Swain","SEA","WR","6.7","1","6.7"
"140","Antonio Gibson","WAS","RB","6.6","1","6.6"
"141","Darrel Williams","KC","RB","6.5","1","6.5"
"142","Aaron Jones","GB","RB","6.4","1","6.4"
"142","Noah Fant","DEN","TE","6.4","1","6.4"
"144","Mark Andrews","BAL","TE","6.3","1","6.3"
"145","Salvon Ahmed","MIA","RB","6.2","1","6.2"
"145","Jarvis Landry","CLE","WR","6.2","1","6.2"
"147","Las Vegas Raiders","LV","DST","6.0","1","6.0"
"147","Cincinnati Bengals","CIN","DST","6.0","1","6.0"
"147","Justin Tucker","BAL","K","6.0","1","6.0"
"147","Jason Myers","SEA","K","6.0","1","6.0"
"147","Atlanta Falcons","ATL","DST","6.0","1","6.0"
"147","Mason Crosby","GB","K","6.0","1","6.0"
"153","Tyler Boyd","CIN","WR","5.9","1","5.9"
"154","Jamaal Williams","DET","RB","5.7","1","5.7"
"155","Jamison Crowder","NYJ","WR","5.4","1","5.4"
"156","Durham Smythe","MIA","TE","5.2","1","5.2"
"156","Austin Hooper","CLE","TE","5.2","1","5.2"
"158","Adam Humphries","WAS","WR","5.1","1","5.1"
"158","Henry Ruggs III","LV","WR","5.1","1","5.1"
"160","Chris Blewitt","WAS","K","5.0","1","5.0"
"160","Ka'imi Fairbairn","HOU","K","5.0","1","5.0"
"160","Hayden Hurst","ATL","TE","5.0","1","5.0"
"160","Cleveland Browns","CLE","DST","5.0","1","5.0"
"164","Alex Collins","SEA","RB","4.9","1","4.9"
"164","Demetric Felton Jr.","CLE","RB","4.9","1","4.9"
"164","Darnell Mooney","CHI","WR","4.9","1","4.9"
"167","Julio Jones","TEN","WR","4.8","1","4.8"
"167","Zay Jones","LV","WR","4.8","1","4.8"
"169","Quez Watkins","PHI","WR","4.7","1","4.7"
"169","Marquez Callaway","NO","WR","4.7","1","4.7"
"171","Marcedes Lewis","GB","TE","4.6","1","4.6"
"171","Brandin Cooks","HOU","WR","4.6","1","4.6"
"173","Ty'Son Williams","BAL","RB","4.4","1","4.4"
"174","Ronald Jones II","TB","RB","4.3","1","4.3"
"174","Adam Shaheen","MIA","TE","4.3","1","4.3"
"176","Jakob Johnson","NE","RB","4.2","1","4.2"
"176","Mark Ingram II","Multi","RB","4.2","1","4.2"
"176","Justin Fields","CHI","QB","4.2","1","4.2"
"179","Harrison Butker","KC","K","4.0","1","4.0"
"179","Jalen Richard","LV","RB","4.0","1","4.0"
"179","Charlie Woerner","SF","TE","4.0","1","4.0"
"179","Denver Broncos","DEN","DST","4.0","1","4.0"
"179","Miami Dolphins","MIA","DST","4.0","1","4.0"
"179","Jason Sanders","MIA","K","4.0","1","4.0"
"179","San Francisco 49ers","SF","DST","4.0","1","4.0"
"179","Zane Gonzalez","CAR","K","4.0","1","4.0"
"187","Josh Oliver","BAL","TE","3.9","1","3.9"
"188","Nico Collins","HOU","WR","3.8","1","3.8"
"188","Josh Reynolds","Multi","WR","3.8","1","3.8"
"188","Gerald Everett","SEA","TE","3.8","1","3.8"
"191","Randall Cobb","GB","WR","3.7","1","3.7"
"191","John Ross","NYG","WR","3.7","1","3.7"
"191","Chad Henne","KC","QB","3.7","1","3.7"
"194","DeAndre Carter","WAS","WR","3.6","1","3.6"
"195","Alec Ingold","LV","RB","3.5","1","3.5"
"195","Jesse James","CHI","TE","3.5","1","3.5"
"195","Sam Darnold","CAR","QB","3.5","1","3.5"
"198","Davis Mills","HOU","QB","3.4","1","3.4"
"199","Odell Beckham Jr.","Multi","WR","3.3","1","3.3"
"199","N'Keal Harry","NE","WR","3.3","1","3.3"
"201","Keith Kirkwood","CAR","WR","3.2","1","3.2"
"201","Danny Amendola","HOU","WR","3.2","1","3.2"
"201","Miles Sanders","PHI","RB","3.2","1","3.2"
"204","Adam Trautman","NO","TE","3.1","1","3.1"
"204","JaMycal Hasty","SF","RB","3.1","1","3.1"
"206","Anthony Schwartz","CLE","WR","3.0","1","3.0"
"206","Kansas City Chiefs","KC","DST","3.0","1","3.0"
"206","Cairo Santos","CHI","K","3.0","1","3.0"
"209","Robbie Anderson","CAR","WR","2.9","1","2.9"
"209","Brian Hoyer","NE","QB","2.9","1","2.9"
"209","Zach Pascal","IND","WR","2.9","1","2.9"
"212","Darrynton Evans","TEN","RB","2.8","1","2.8"
"212","David Njoku","CLE","TE","2.8","1","2.8"
"212","Mecole Hardman","KC","WR","2.8","1","2.8"
"212","Tajae Sharpe","ATL","WR","2.8","1","2.8"
"216","Gunner Olszewski","NE","WR","2.7","1","2.7"
"216","Jerick McKinnon","KC","RB","2.7","1","2.7"
"216","Rondale Moore","ARI","WR","2.7","1","2.7"
"216","Ke'Shawn Vaughn","TB","RB","2.7","1","2.7"
"220","Allen Robinson II","CHI","WR","2.6","1","2.6"
"220","Marquise Goodwin","CHI","WR","2.6","1","2.6"
"220","Dax Milne","WAS","WR","2.6","1","2.6"
"220","PJ Walker","CAR","QB","2.6","1","2.6"
"220","Tyler Johnson","TB","WR","2.6","1","2.6"
"220","Pharaoh Brown","HOU","TE","2.6","1","2.6"
"220","Tim Patrick","DEN","WR","2.6","1","2.6"
"227","Kendall Hinton","DEN","WR","2.5","1","2.5"
"228","Elijhaa Penny","NYG","RB","2.4","1","2.4"
"228","Royce Freeman","Multi","RB","2.4","1","2.4"
"230","Jordan Akins","HOU","TE","2.3","1","2.3"
"231","Tyler Lockett","SEA","WR","2.2","1","2.2"
"231","Tommy Tremble","CAR","TE","2.2","1","2.2"
"233","Mohamed Sanu Sr.","SF","WR","2.1","1","2.1"
"234","Brandon McManus","DEN","K","2.0","1","2.0"
"234","Harrison Bryant","CLE","TE","2.0","1","2.0"
"234","Jake Elliott","PHI","K","2.0","1","2.0"
"234","Ryan Griffin","NYJ","TE","2.0","1","2.0"
"234","Zach Wilson","NYJ","QB","2.0","1","2.0"
"234","Carolina Panthers","CAR","DST","2.0","1","2.0"
"240","Kyle Rudolph","NYG","TE","1.8","1","1.8"
"240","Olamide Zaccheaus","ATL","WR","1.8","1","1.8"
"242","Nyheim Hines","IND","RB","1.7","1","1.7"
"243","Tre'Quan Smith","NO","WR","1.6","1","1.6"
"243","Tyler Huntley","BAL","QB","1.6","1","1.6"
"245","Damiere Byrd","CHI","WR","1.5","1","1.5"
"245","Giovani Bernard","TB","RB","1.5","1","1.5"
"245","Jeremy McNichols","TEN","RB","1.5","1","1.5"
"248","Trent Sherfield","SF","WR","1.4","1","1.4"
"248","Brandon Aiyuk","SF","WR","1.4","1","1.4"
"248","Anthony Firkser","TEN","TE","1.4","1","1.4"
"248","Malcolm Brown","MIA","RB","1.4","1","1.4"
"248","Devin Duvernay","BAL","WR","1.4","1","1.4"
"248","Travis Homer","SEA","RB","1.4","1","1.4"
"248","O.J. Howard","TB","TE","1.4","1","1.4"
"255","Damien Williams","CHI","RB","1.3","1","1.3"
"255","Marcus Kemp","KC","WR","1.3","1","1.3"
"255","John Kelly Jr.","CLE","RB","1.3","1","1.3"
"255","Juwan Johnson","NO","TE","1.3","1","1.3"
"255","Equanimeous St. Brown","GB","WR","1.3","1","1.3"
"255","Geoff Swaim","TEN","TE","1.3","1","1.3"
"261","Collin Johnson","NYG","WR","1.2","1","1.2"
"261","Lee Smith","ATL","TE","1.2","1","1.2"
"261","Demarcus Robinson","KC","WR","1.2","1","1.2"
"261","Derrick Gore","KC","RB","1.2","1","1.2"
"265","Darren Fells","Multi","TE","1.1","1","1.1"
"265","Keith Smith","ATL","RB","1.1","1","1.1"
"265","Keelan Cole Sr.","NYJ","WR","1.1","1","1.1"
"265","Denzel Mims","NYJ","WR","1.1","1","1.1"
"265","Jaelon Darden","TB","WR","1.1","1","1.1"
"270","Philadelphia Eagles","PHI","DST","1.0","1","1.0"
"270","Preston Williams","MIA","WR","1.0","1","1.0"
"270","Keke Coutee","IND","WR","1.0","1","1.0"
"270","Ross Dwelley","SF","TE","1.0","1","1.0"
"270","Ashton Dulin","IND","WR","1.0","1","1.0"
"270","Mike Davis","ATL","RB","1.0","1","1.0"
"270","Matt Ammendola","NYJ","K","1.0","1","1.0"
"277","Devine Ozigbo","Multi","RB","0.9","1","0.9"
"277","Ryan Nall","CHI","RB","0.9","1","0.9"
"277","Rashaad Penny","SEA","RB","0.9","1","0.9"
"277","Le'Veon Bell","Multi","RB","0.9","1","0.9"
"277","Noah Gray","KC","TE","0.9","1","0.9"
"282","KhaDarel Hodge","DET","WR","0.8","1","0.8"
"282","Phillip Lindsay","Multi","RB","0.8","1","0.8"
"282","Eric Saubert","DEN","TE","0.8","1","0.8"
"285","Eno Benjamin","ARI","RB","0.7","1","0.7"
"285","Jonathan Ward","ARI","RB","0.7","1","0.7"
"287","Blaine Gabbert","TB","QB","0.6","1","0.6"
"288","Marcus Johnson","TEN","WR","0.5","1","0.5"
"288","Deon Yelder","TB","TE","0.5","1","0.5"
"290","Sony Michel","LAR","RB","0.4","1","0.4"
"290","Marlon Mack","IND","RB","0.4","1","0.4"
"290","Ty Montgomery","NO","RB","0.4","1","0.4"
"290","Marcus Mariota","LV","QB","0.4","1","0.4"
"294","Rashard Higgins","CLE","WR","0.3","1","0.3"
"295","Alex Armah Jr.","Multi","RB","0.2","1","0.2"
"295","Wayne Gallman Jr.","Multi","RB","0.2","1","0.2"
"295","Kylin Hill","GB","RB","0.2","1","0.2"
"298","James Proche II","BAL","WR","0.0","1","0.0"
"298","Colin Thompson","CAR","TE","0.0","1","0.0"
"298","Jesper Horsted","CHI","TE","0.0","1","0.0"
"298","Tyrie Cleveland","DEN","WR","0.0","1","0.0"
"298","Tyler Davis","GB","TE","0.0","1","0.0"
"298","Kylen Granson","IND","TE","0.0","1","0.0"
"298","Trevon Wesco","NYJ","TE","0.0","1","0.0"
"298","Tylan Wallace","BAL","WR","0.0","1","0.0"
"298","Josh Gordon","KC","WR","0.0","1","0.0"
"298","Buddy Howell","LAR","RB","0.0","1","0.0"
"298","Trenton Irwin","CIN","WR","0.0","1","0.0"
"298","Brock Wright","DET","TE","0.0","1","0.0"
"298","Jacob Harris","LAR","TE","0.0","1","0.0"
"298","Mason Kinsey","TEN","WR","0.0","1","0.0"
"298","Kevin White","NO","WR","0.0","1","0.0"
"298","Antonio Gandy-Golden","WAS","WR","0.0","1","0.0"
"298","David Sills V","NYG","WR","0.0","1","0.0"
"298","John Brown","Multi","WR","0.0","1","0.0"
"298","Geronimo Allison","DET","WR","0.0","1","0.0"
"298","Ben Skowronek","LAR","WR","0.0","1","0.0"
"298","Kenny Stills","NO","WR","0.0","1","0.0"
"298","Ameer Abdullah","Multi","RB","0.0","1","0.0"
"298","Rex Burkhead","HOU","RB","0.0","1","0.0"
"298","Trenton Cannon","Multi","RB","0.0","1","0.0"
"298","Ian Thomas","CAR","TE","0.0","1","0.0"
"298","Jack Doyle","IND","TE","0.0","1","0.0"
"298","Demetrius Harris","ARI","TE","0.0","1","0.0"
"298","Detroit Lions","DET","DST","0.0","1","0.0"
"298","DeeJay Dallas","SEA","RB","0.0","1","0.0"
"298","Cethan Carter","MIA","TE","0.0","1","0.0"
"298","Amari Rodgers","GB","WR","0.0","1","0.0"
"298","Cameron Brate","TB","TE","0.0","1","0.0"
"298","Lil'Jordan Humphrey","NO","WR","0.0","1","0.0"
"298","Josiah Deguara","GB","TE","0.0","1","0.0"
"298","Cullen Gillaspia","NYG","RB","0.0","1","0.0"
"298","Jauan Jennings","SF","WR","0.0","1","0.0"
"298","J.J. Arcega-Whiteside","PHI","WR","0.0","1","0.0"
"298","Jakeem Grant Sr.","Multi","WR","0.0","1","0.0"
"298","DeSean Jackson","Multi","WR","0.0","1","0.0"
"298","Diontae Spencer","DEN","WR","0.0","1","0.0"
"298","Alex Erickson","CAR","WR","0.0","1","0.0"
"298","Braxton Berrios","NYJ","WR","0.0","1","0.0"
"298","Penny Hart","SEA","WR","0.0","1","0.0"
"341","Colt McCoy","ARI","QB","-0.1","1","-0.1"
"341","Logan Woodside","TEN","QB","-0.1","1","-0.1"
"343","Shi Smith","CAR","WR","-0.3","1","-0.3"
"344","AJ Dillon","GB","RB","-0.7","1","-0.7"
"345","Baltimore Ravens","BAL","DST","-1.0","1","-1.0"
"346","Chicago Bears","CHI","DST","-2.0","1","-2.0"
"347","New York Jets","NYJ","DST","-3.0","1","-3.0"
""
""
