"Rank","Player","Team","Position","Points","Games","Avg"
"1","James Conner","ARI","RB","37.8","1","37.8"
"2","Jonathan Taylor","IND","RB","33.0","1","33.0"
"3","Lamar Jackson","BAL","QB","32.6","1","32.6"
"4","Justin Herbert","LAC","QB","31.6","1","31.6"
"5","Nick Chubb","CLE","RB","29.3","1","29.3"
"6","Matt Ryan","ATL","QB","28.5","1","28.5"
"7","Josh Johnson","Multi","QB","25.5","1","25.5"
"7","Joe Mixon","CIN","RB","25.5","1","25.5"
"9","Carson Wentz","IND","QB","24.2","1","24.2"
"10","Elijah Moore","NYJ","WR","23.9","1","23.9"
"11","Teddy Bridgewater","DEN","QB","21.9","1","21.9"
"12","Kirk Cousins","MIN","QB","21.6","1","21.6"
"13","Jimmy Garoppolo","SF","QB","20.3","1","20.3"
"14","DeVonta Smith","PHI","WR","20.1","1","20.1"
"15","New England Patriots","NE","DST","20.0","1","20.0"
"16","Dak Prescott","DAL","QB","19.9","1","19.9"
"17","Olamide Zaccheaus","ATL","WR","19.3","1","19.3"
"18","Darnell Mooney","CHI","WR","19.1","1","19.1"
"18","Justin Fields","CHI","QB","19.1","1","19.1"
"20","Nyheim Hines","IND","RB","18.8","1","18.8"
"20","Pat Freiermuth","PIT","TE","18.8","1","18.8"
"22","Alvin Kamara","NO","RB","18.4","1","18.4"
"23","Cleveland Browns","CLE","DST","18.0","1","18.0"
"24","Malik Turner","DAL","WR","17.8","1","17.8"
"25","George Kittle","SF","TE","17.1","1","17.1"
"26","Jacksonville Jaguars","JAC","DST","17.0","1","17.0"
"26","Miami Dolphins","MIA","DST","17.0","1","17.0"
"28","Jalen Hurts","PHI","QB","16.7","1","16.7"
"28","Baker Mayfield","CLE","QB","16.7","1","16.7"
"30","Cordarrelle Patterson","ATL","RB","16.6","1","16.6"
"31","Tim Patrick","DEN","WR","16.5","1","16.5"
"31","Melvin Gordon III","DEN","RB","16.5","1","16.5"
"33","Keenan Allen","LAC","WR","16.4","1","16.4"
"34","Colt McCoy","ARI","QB","16.3","1","16.3"
"35","Ben Roethlisberger","PIT","QB","16.2","1","16.2"
"36","Marquise Brown","BAL","WR","16.1","1","16.1"
"37","Tennessee Titans","TEN","DST","16.0","1","16.0"
"37","Chris Boswell","PIT","K","16.0","1","16.0"
"37","Trevor Siemian","NO","QB","16.0","1","16.0"
"40","Brandon Aiyuk","SF","WR","15.7","1","15.7"
"41","Donovan Peoples-Jones","CLE","WR","15.6","1","15.6"
"42","Justin Jefferson","MIN","WR","15.5","1","15.5"
"43","Devonta Freeman","BAL","RB","15.3","1","15.3"
"43","Travis Kelce","KC","TE","15.3","1","15.3"
"43","Najee Harris","PIT","RB","15.3","1","15.3"
"46","Matthew Stafford","LAR","QB","15.1","1","15.1"
"47","Houston Texans","HOU","DST","15.0","1","15.0"
"47","Cooper Kupp","LAR","WR","15.0","1","15.0"
"47","Ryan Tannehill","TEN","QB","15.0","1","15.0"
"50","Michael Pittman Jr.","IND","WR","14.9","1","14.9"
"51","Hunter Renfrow","LV","WR","14.4","1","14.4"
"52","New York Giants","NYG","DST","14.0","1","14.0"
"53","Robert Woods","LAR","WR","13.9","1","13.9"
"54","Dalvin Cook","MIN","RB","13.7","1","13.7"
"54","Devontae Booker","NYG","RB","13.7","1","13.7"
"56","Christian Kirk","ARI","WR","13.4","1","13.4"
"57","Jordan Howard","PHI","RB","13.1","1","13.1"
"58","Kenyan Drake","LV","RB","13.0","1","13.0"
"58","Brandon McManus","DEN","K","13.0","1","13.0"
"60","Jordan Love","GB","QB","12.9","1","12.9"
"61","Myles Gaskin","MIA","RB","12.7","1","12.7"
"61","Darren Waller","LV","TE","12.7","1","12.7"
"63","Christian McCaffrey","CAR","RB","12.6","1","12.6"
"64","Jaylen Waddle","MIA","WR","12.3","1","12.3"
"64","Derek Carr","LV","QB","12.3","1","12.3"
"66","Arizona Cardinals","ARI","DST","12.0","1","12.0"
"66","Minnesota Vikings","MIN","DST","12.0","1","12.0"
"66","Matt Gay","LAR","K","12.0","1","12.0"
"69","Stephen Anderson","LAC","TE","11.9","1","11.9"
"70","Cole Kmet","CHI","TE","11.7","1","11.7"
"71","Josh Allen","BUF","QB","11.6","1","11.6"
"71","Rhamondre Stevenson","NE","RB","11.6","1","11.6"
"73","Stefon Diggs","BUF","WR","11.5","1","11.5"
"73","Josh Jacobs","LV","RB","11.5","1","11.5"
"75","Donald Parham Jr.","LAC","TE","11.4","1","11.4"
"76","Evan Engram","NYG","TE","11.3","1","11.3"
"77","Javonte Williams","DEN","RB","11.1","1","11.1"
"77","Ty Johnson","NYJ","RB","11.1","1","11.1"
"77","Ezekiel Elliott","DAL","RB","11.1","1","11.1"
"80","Patrick Ricard","BAL","RB","11.0","1","11.0"
"80","Graham Gano","NYG","K","11.0","1","11.0"
"80","Chase McLaughlin","CLE","K","11.0","1","11.0"
"80","Kansas City Chiefs","KC","DST","11.0","1","11.0"
"80","Chicago Bears","CHI","DST","11.0","1","11.0"
"80","Matthew Wright","JAC","K","11.0","1","11.0"
"80","AJ Dillon","GB","RB","11.0","1","11.0"
"87","Geoff Swaim","TEN","TE","10.9","1","10.9"
"88","Ryan Griffin","NYJ","TE","10.8","1","10.8"
