"Rank","Player","Team","Position","Points","Games","Avg"
"69","Dontrell Hilliard","TEN","RB","12.2","1","12.2"
"71","Dustin Hopkins","Multi","K","12.0","1","12.0"
"71","Tampa Bay Buccaneers","TB","DST","12.0","1","12.0"
"73","Chase Claypool","PIT","WR","11.9","1","11.9"
"74","Tyler Huntley","BAL","QB","11.8","1","11.8"
"75","Ja'Marr Chase","CIN","WR","11.5","1","11.5"
"76","George Kittle","SF","TE","11.4","1","11.4"
"76","Mac Jones","NE","QB","11.4","1","11.4"
"78","Mark Andrews","BAL","TE","11.3","1","11.3"
"79","Dawson Knox","BUF","TE","11.0","1","11.0"
"79","San Francisco 49ers","SF","DST","11.0","1","11.0"
"79","Justin Tucker","BAL","K","11.0","1","11.0"
"79","Dez Fitzpatrick","TEN","WR","11.0","1","11.0"
"79","Philadelphia Eagles","PHI","DST","11.0","1","11.0"
"79","Ka'imi Fairbairn","HOU","K","11.0","1","11.0"
"79","Michael Badgley","Multi","K","11.0","1","11.0"
"86","James Robinson","JAC","RB","10.8","1","10.8"
"87","Josiah Deguara","GB","TE","10.7","1","10.7"
"88","Rondale Moore","ARI","WR","10.6","1","10.6"
"89","Leonard Fournette","TB","RB","10.4","1","10.4"
"90","Rob Gronkowski","TB","TE","10.1","1","10.1"
"91","Carson Wentz","IND","QB","10.0","1","10.0"
"91","Greg Zuerlein","DAL","K","10.0","1","10.0"
"91","Cincinnati Bengals","CIN","DST","10.0","1","10.0"
"91","Greg Joseph","MIN","K","10.0","1","10.0"
"91","Indianapolis Colts","IND","DST","10.0","1","10.0"
"96","Eric Ebron","PIT","TE","9.9","1","9.9"
"96","Baker Mayfield","CLE","QB","9.9","1","9.9"
"98","Ezekiel Elliott","DAL","RB","9.8","1","9.8"
"98","A.J. Green","ARI","WR","9.8","1","9.8"
"100","Daniel Jones","NYG","QB","9.7","1","9.7"
"101","Derek Carr","LV","QB","9.6","1","9.6"
"102","Tyler Boyd","CIN","WR","9.3","1","9.3"
"102","Ronald Jones II","TB","RB","9.3","1","9.3"
"104","DeeJay Dallas","SEA","RB","9.2","1","9.2"
"105","Marquez Callaway","NO","WR","9.1","1","9.1"
"105","Pat Freiermuth","PIT","TE","9.1","1","9.1"
"107","Harrison Butker","KC","K","9.0","1","9.0"
"107","Joe Burrow","CIN","QB","9.0","1","9.0"
"107","Detroit Lions","DET","DST","9.0","1","9.0"
"107","Joey Slye","Multi","K","9.0","1","9.0"
"107","Mason Crosby","GB","K","9.0","1","9.0"
"107","Chicago Bears","CHI","DST","9.0","1","9.0"
"107","Baltimore Ravens","BAL","DST","9.0","1","9.0"
"114","DeAndre Carter","WAS","WR","8.9","1","8.9"
"114","Cam Sims","WAS","WR","8.9","1","8.9"
"114","Tre'Quan Smith","NO","WR","8.9","1","8.9"
"117","Dallas Goedert","PHI","TE","8.7","1","8.7"
"118","Josh Jacobs","LV","RB","8.6","1","8.6"
"118","Saquon Barkley","NYG","RB","8.6","1","8.6"
"118","Trevor Lawrence","JAC","QB","8.6","1","8.6"
"121","Patrick Mahomes II","KC","QB","8.5","1","8.5"
"121","Russell Wilson","SEA","QB","8.5","1","8.5"
"123","Foster Moreau","LV","TE","8.4","1","8.4"
"124","Dalton Schultz","DAL","TE","8.3","1","8.3"
"125","T.J. Hockenson","DET","TE","8.1","1","8.1"
"125","DeVonta Smith","PHI","WR","8.1","1","8.1"
"127","Tony Pollard","DAL","RB","8.0","1","8.0"
"127","Rhamondre Stevenson","NE","RB","8.0","1","8.0"
"127","Daniel Carlson","LV","K","8.0","1","8.0"
"127","Cleveland Browns","CLE","DST","8.0","1","8.0"
"127","Dallas Cowboys","DAL","DST","8.0","1","8.0"
"127","Arizona Cardinals","ARI","DST","8.0","1","8.0"
"133","Antonio Gibson","WAS","RB","7.5","1","7.5"
"133","Mike Gesicki","MIA","TE","7.5","1","7.5"
"133","Kadarius Toney","NYG","WR","7.5","1","7.5"
"136","Miles Sanders","PHI","RB","7.4","1","7.4"
"136","Russell Gage","ATL","WR","7.4","1","7.4"
"138","Austin Hooper","CLE","TE","7.3","1","7.3"
"138","A.J. Brown","TEN","WR","7.3","1","7.3"
"140","David Montgomery","CHI","RB","7.2","1","7.2"
"140","Marvin Jones Jr.","JAC","WR","7.2","1","7.2"
"140","Matt Breida","BUF","RB","7.2","1","7.2"
"143","Michael Carter","NYJ","RB","7.0","1","7.0"
"143","Matt Prater","ARI","K","7.0","1","7.0"
"143","Damien Harris","NE","RB","7.0","1","7.0"
"143","Jason Myers","SEA","K","7.0","1","7.0"
"147","Kendrick Bourne","NE","WR","6.9","1","6.9"
"147","Lil'Jordan Humphrey","NO","WR","6.9","1","6.9"
"147","Michael Gallup","DAL","WR","6.9","1","6.9"
"150","Antoine Wesley","ARI","WR","6.4","1","6.4"
"150","Equanimeous St. Brown","GB","WR","6.4","1","6.4"
"152","Sammy Watkins","BAL","WR","6.3","1","6.3"
"152","Jeff Wilson Jr.","SF","RB","6.3","1","6.3"
"152","Jordan Howard","PHI","RB","6.3","1","6.3"
"155","Jason Sanders","MIA","K","6.0","1","6.0"
"155","Atlanta Falcons","ATL","DST","6.0","1","6.0"
"155","Trey Sermon","SF","RB","6.0","1","6.0"
"158","Jakobi Meyers","NE","WR","5.9","1","5.9"
"159","Donald Parham Jr.","LAC","TE","5.8","1","5.8"
"159","Devin Singletary","BUF","RB","5.8","1","5.8"
"161","Durham Smythe","MIA","TE","5.7","1","5.7"
"161","Devin Duvernay","BAL","WR","5.7","1","5.7"
"161","Chris Conley","HOU","WR","5.7","1","5.7"
"164","Ja'Marcus Bradley","CLE","WR","5.6","1","5.6"
"164","Cedrick Wilson Jr.","DAL","WR","5.6","1","5.6"
"166","Robbie Anderson","CAR","WR","5.5","1","5.5"
"166","Hunter Renfrow","LV","WR","5.5","1","5.5"
"166","Laviska Shenault Jr.","JAC","WR","5.5","1","5.5"
"166","J.D. McKissic","WAS","RB","5.5","1","5.5"
"170","Ryan Griffin","NYJ","TE","5.4","1","5.4"
"170","Adrian Peterson","Multi","RB","5.4","1","5.4"
"172","Gerald Everett","SEA","TE","5.2","1","5.2"
"173","Anthony Firkser","TEN","TE","5.1","1","5.1"
"173","DK Metcalf","SEA","WR","5.1","1","5.1"
"175","Miami Dolphins","MIA","DST","5.0","1","5.0"
"175","Aldrick Rosas","Multi","K","5.0","1","5.0"
"175","Brett Maher","NO","K","5.0","1","5.0"
"175","Carolina Panthers","CAR","DST","5.0","1","5.0"
"175","Matt Ammendola","NYJ","K","5.0","1","5.0"
"175","Corey Davis","NYJ","WR","5.0","1","5.0"
"175","Tyler Conklin","MIN","TE","5.0","1","5.0"
"182","David Johnson","HOU","RB","4.9","1","4.9"
"183","Dak Prescott","DAL","QB","4.6","1","4.6"
"184","Jack Doyle","IND","TE","4.5","1","4.5"
"184","D'Onta Foreman","TEN","RB","4.5","1","4.5"
"184","Tommy Tremble","CAR","TE","4.5","1","4.5"
"187","Kyle Pitts","ATL","TE","4.4","1","4.4"
"187","Qadree Ollison","ATL","RB","4.4","1","4.4"
"187","Rashod Bateman","BAL","WR","4.4","1","4.4"
"190","Jared Cook","LAC","TE","4.3","1","4.3"
"190","Latavius Murray","BAL","RB","4.3","1","4.3"
"190","Cole Beasley","BUF","WR","4.3","1","4.3"
"193","Byron Pringle","KC","WR","4.2","1","4.2"
"194","Emmanuel Sanders","BUF","WR","4.1","1","4.1"
"194","Chester Rogers","TEN","WR","4.1","1","4.1"
"194","Matt Ryan","ATL","QB","4.1","1","4.1"
"197","Graham Gano","NYG","K","4.0","1","4.0"
"197","Adam Humphries","WAS","WR","4.0","1","4.0"
"197","Rex Burkhead","HOU","RB","4.0","1","4.0"
"197","Las Vegas Raiders","LV","DST","4.0","1","4.0"
"197","Matthew Wright","JAC","K","4.0","1","4.0"
"197","New Orleans Saints","NO","DST","4.0","1","4.0"
"203","John Bates","WAS","TE","3.8","1","3.8"
"203","Olamide Zaccheaus","ATL","WR","3.8","1","3.8"
"203","Amon-Ra St. Brown","DET","WR","3.8","1","3.8"
"206","Gabriel Davis","BUF","WR","3.7","1","3.7"
"206","Darius Slayton","NYG","WR","3.7","1","3.7"
"206","Cameron Brate","TB","TE","3.7","1","3.7"
"209","Alex Collins","SEA","RB","3.6","1","3.6"
"209","T.Y. Hilton","IND","WR","3.6","1","3.6"
"209","Samaje Perine","CIN","RB","3.6","1","3.6"
"209","Mike Davis","ATL","RB","3.6","1","3.6"
"213","Justin Fields","CHI","QB","3.5","1","3.5"
"213","Mecole Hardman","KC","WR","3.5","1","3.5"
"213","Jamal Agnew","JAC","WR","3.5","1","3.5"
"213","Jimmy Graham","CHI","TE","3.5","1","3.5"
"213","Hunter Henry","NE","TE","3.5","1","3.5"
"213","Christian Kirk","ARI","WR","3.5","1","3.5"
"219","Kenyan Drake","LV","RB","3.4","1","3.4"
"220","Kyle Rudolph","NYG","TE","3.3","1","3.3"
"220","Michael Pittman Jr.","IND","WR","3.3","1","3.3"
"222","Darrel Williams","KC","RB","3.1","1","3.1"
"222","David Njoku","CLE","TE","3.1","1","3.1"
"222","Nyheim Hines","IND","RB","3.1","1","3.1"
"222","Tajae Sharpe","ATL","WR","3.1","1","3.1"
"226","Albert Wilson","MIA","WR","3.0","1","3.0"
"226","Zane Gonzalez","CAR","K","3.0","1","3.0"
"228","CeeDee Lamb","DAL","WR","2.9","1","2.9"
"229","J.J. Arcega-Whiteside","PHI","WR","2.8","1","2.8"
"229","Joshua Palmer","LAC","WR","2.8","1","2.8"
"229","Boston Scott","PHI","RB","2.8","1","2.8"
"229","Brandin Cooks","HOU","WR","2.8","1","2.8"
"233","Ray-Ray McCloud","PIT","WR","2.7","1","2.7"
"234","D'Ernest Johnson","CLE","RB","2.6","1","2.6"
"234","Brandon Bolden","NE","RB","2.6","1","2.6"
"234","Breshad Perriman","TB","WR","2.6","1","2.6"
"237","Eno Benjamin","ARI","RB","2.5","1","2.5"
"237","Tee Higgins","CIN","WR","2.5","1","2.5"
"237","Zay Jones","LV","WR","2.5","1","2.5"
"237","Jalen Guyton","LAC","WR","2.5","1","2.5"
"237","Nick Bawden","NYJ","RB","2.5","1","2.5"
"237","Devontae Booker","NYG","RB","2.5","1","2.5"
"237","Nick Vannett","NO","TE","2.5","1","2.5"
"244","N'Keal Harry","NE","WR","2.4","1","2.4"
"244","K.J. Osborn","MIN","WR","2.4","1","2.4"
"244","Adam Shaheen","MIA","TE","2.4","1","2.4"
"244","Keith Smith","ATL","RB","2.4","1","2.4"
"248","Tevin Coleman","NYJ","RB","2.3","1","2.3"
"248","Jaret Patterson","WAS","RB","2.3","1","2.3"
"250","Jonnu Smith","NE","TE","2.2","1","2.2"
"250","Jakeem Grant Sr.","Multi","WR","2.2","1","2.2"
"250","Rashard Higgins","CLE","WR","2.2","1","2.2"
"250","Evan Engram","NYG","TE","2.2","1","2.2"
"250","James Washington","PIT","WR","2.2","1","2.2"
"255","Will Dissly","SEA","TE","2.1","1","2.1"
"255","Deonte Harty","NO","WR","2.1","1","2.1"
"257","Pittsburgh Steelers","PIT","DST","2.0","1","2.0"
"257","Seattle Seahawks","SEA","DST","2.0","1","2.0"
"257","New York Giants","NYG","DST","2.0","1","2.0"
"257","Randall Cobb","GB","WR","2.0","1","2.0"
"257","New York Jets","NYJ","DST","2.0","1","2.0"
"257","Pharaoh Brown","HOU","TE","2.0","1","2.0"
"263","Rashaad Penny","SEA","RB","1.9","1","1.9"
"263","C.J. Uzomah","CIN","TE","1.9","1","1.9"
"265","Duke Johnson Jr.","MIA","RB","1.8","1","1.8"
"265","Ty Johnson","NYJ","RB","1.8","1","1.8"
"267","Kenny Golladay","NYG","WR","1.7","1","1.7"
"267","Mike Thomas","CIN","WR","1.7","1","1.7"
"267","Brock Wright","DET","TE","1.7","1","1.7"
"267","Cole Kmet","CHI","TE","1.7","1","1.7"
"271","Malik Turner","DAL","WR","1.6","1","1.6"
"271","Laquon Treadwell","JAC","WR","1.6","1","1.6"
"271","John Ross","NYG","WR","1.6","1","1.6"
"274","O.J. Howard","TB","TE","1.5","1","1.5"
"274","Chris Moore","HOU","WR","1.5","1","1.5"
"276","Patrick Laird","MIA","RB","1.4","1","1.4"
"276","Nico Collins","HOU","WR","1.4","1","1.4"
"276","Dwayne Washington","NO","RB","1.4","1","1.4"
"279","Tyler Johnson","TB","WR","1.3","1","1.3"
"279","Dominique Dafney","GB","TE","1.3","1","1.3"
"279","Blake Bell","KC","TE","1.3","1","1.3"
"279","Noah Gray","KC","TE","1.3","1","1.3"
"279","Kylen Granson","IND","TE","1.3","1","1.3"
"284","Kyle Juszczyk","SF","RB","1.2","1","1.2"
"284","Brevin Jordan","HOU","TE","1.2","1","1.2"
"284","Chris Evans","CIN","RB","1.2","1","1.2"
"284","Josh Gordon","KC","WR","1.2","1","1.2"
"284","Dede Westbrook","MIN","WR","1.2","1","1.2"
"284","Brandon Zylstra","CAR","WR","1.2","1","1.2"
"284","Deon Jackson","IND","RB","1.2","1","1.2"
"284","Tre' McKitty","LAC","TE","1.2","1","1.2"
"284","Reggie Gilliam","BUF","RB","1.2","1","1.2"
"284","Ian Thomas","CAR","TE","1.2","1","1.2"
"294","Patrick Taylor Jr.","GB","RB","1.1","1","1.1"
"294","Tim Boyle","DET","QB","1.1","1","1.1"
"294","Colby Parkinson","SEA","TE","1.1","1","1.1"
"294","Jamaal Williams","DET","RB","1.1","1","1.1"
"298","Parker Hesse","ATL","TE","1.0","1","1.0"
"298","Green Bay Packers","GB","DST","1.0","1","1.0"
"298","Chase McLaughlin","CLE","K","1.0","1","1.0"
"298","Tyler Bass","BUF","K","1.0","1","1.0"
"298","Cairo Santos","CHI","K","1.0","1","1.0"
"298","Washington Commanders","WAS","DST","1.0","1","1.0"
"298","Jacksonville Jaguars","JAC","DST","1.0","1","1.0"
"298","Randy Bullock","TEN","K","1.0","1","1.0"
"298","Dax Milne","WAS","WR","1.0","1","1.0"
"298","Minnesota Vikings","MIN","DST","1.0","1","1.0"
"308","Zach Pascal","IND","WR","0.9","1","0.9"
"308","Sam Ehlinger","IND","QB","0.9","1","0.9"
"308","Jauan Jennings","SF","WR","0.9","1","0.9"
"311","Giovani Bernard","TB","RB","0.8","1","0.8"
"311","Drew Sample","CIN","TE","0.8","1","0.8"
"311","Jaelon Darden","TB","WR","0.8","1","0.8"
"311","Stanley Morgan Jr.","CIN","WR","0.8","1","0.8"
"311","Damiere Byrd","CHI","WR","0.8","1","0.8"
"316","Sean McKeon","DAL","TE","0.7","1","0.7"
"316","Benny Snell Jr.","PIT","RB","0.7","1","0.7"
"318","Ameer Abdullah","Multi","RB","0.6","1","0.6"
"319","Zack Moss","BUF","RB","0.5","1","0.5"
"319","Alexander Mattison","MIN","RB","0.5","1","0.5"
"319","Larry Rountree III","LAC","RB","0.5","1","0.5"
"322","Ke'Shawn Vaughn","TB","RB","0.4","1","0.4"
"322","Andre Roberts","Multi","WR","0.4","1","0.4"
"322","DeSean Jackson","Multi","WR","0.4","1","0.4"
"322","Jalen Reagor","PHI","WR","0.4","1","0.4"
"322","Trey Lance","SF","QB","0.4","1","0.4"
"322","Travis Homer","SEA","RB","0.4","1","0.4"
"328","Peyton Barber","LV","RB","0.3","1","0.3"
"328","Kalen Ballage","PIT","RB","0.3","1","0.3"
"328","Tavon Austin","JAC","WR","0.3","1","0.3"
"331","Demetric Felton Jr.","CLE","RB","0.2","1","0.2"
"331","Blaine Gabbert","TB","QB","0.2","1","0.2"
"331","Patrick Ricard","BAL","RB","0.2","1","0.2"
"331","Tony Jones Jr.","NO","RB","0.2","1","0.2"
"331","Justin Jackson","LAC","RB","0.2","1","0.2"
"336","Godwin Igwebuike","DET","RB","0.1","1","0.1"
"337","Garrett Griffin","NO","TE","0.0","1","0.0"
"337","Marcus Johnson","TEN","WR","0.0","1","0.0"
"337","Jeremy Sprinkle","DAL","TE","0.0","1","0.0"
"337","Chris Myarick","NYG","TE","0.0","1","0.0"
"337","Allen Hurns","FA","WR","0.0","1","0.0"
"337","Ryan Nall","CHI","RB","0.0","1","0.0"
"337","Dezmon Patmon","IND","WR","0.0","1","0.0"
"337","Pharoh Cooper","NYG","WR","0.0","1","0.0"
"337","Kene Nwangwu","MIN","RB","0.0","1","0.0"
"337","Anthony McFarland Jr.","PIT","RB","0.0","1","0.0"
"337","John Brown","Multi","WR","0.0","1","0.0"
"337","Daurice Fountain","KC","WR","0.0","1","0.0"
"337","Clark Harris","CIN","TE","0.0","1","0.0"
"337","Nick Boyle","BAL","TE","0.0","1","0.0"
"337","Tyree Jackson","PHI","TE","0.0","1","0.0"
"337","Elijah McGuire","FA","RB","0.0","1","0.0"
"337","Trenton Cannon","Multi","RB","0.0","1","0.0"
"337","C.J. Ham","MIN","RB","0.0","1","0.0"
"337","Gary Brightwell","NYG","RB","0.0","1","0.0"
"337","Dan Arnold","Multi","TE","0.0","1","0.0"
"337","Harrison Bryant","CLE","TE","0.0","1","0.0"
"337","Eric Tomlinson","BAL","TE","0.0","1","0.0"
"337","Mo Alie-Cox","IND","TE","0.0","1","0.0"
"337","Darrell Daniels","ARI","TE","0.0","1","0.0"
"337","Braxton Berrios","NYJ","WR","0.0","1","0.0"
"337","Younghoe Koo","ATL","K","0.0","1","0.0"
"337","Ty Long","LAC","K","0.0","1","0.0"
"337","Tennessee Titans","TEN","DST","0.0","1","0.0"
"337","Khalil Herbert","CHI","RB","0.0","1","0.0"
"337","Corey Clement","DAL","RB","0.0","1","0.0"
"337","Carlos Hyde","JAC","RB","0.0","1","0.0"
"337","Trent Sherfield","SF","WR","0.0","1","0.0"
"337","Matthew Slater","NE","WR","0.0","1","0.0"
"337","Josh Reynolds","Multi","WR","0.0","1","0.0"
"337","Preston Williams","MIA","WR","0.0","1","0.0"
"337","Lee Smith","ATL","TE","0.0","1","0.0"
"337","Tommy Hudson","TEN","TE","0.0","1","0.0"
"337","Cethan Carter","MIA","TE","0.0","1","0.0"
"337","Jack Stoll","PHI","TE","0.0","1","0.0"
"337","Jerick McKinnon","KC","RB","0.0","1","0.0"
"337","Gerrid Doaks","MIA","RB","0.0","1","0.0"
"337","Jakob Johnson","NE","RB","0.0","1","0.0"
"337","Keelan Cole Sr.","NYJ","WR","0.0","1","0.0"
"337","Noah Brown","DAL","WR","0.0","1","0.0"
"337","Collin Johnson","NYG","WR","0.0","1","0.0"
"337","Tommy Sweeney","BUF","TE","0.0","1","0.0"
"337","Tory Carter","TEN","RB","0.0","1","0.0"
"337","Alex Armah Jr.","Multi","RB","0.0","1","0.0"
"337","Gunner Olszewski","NE","WR","0.0","1","0.0"
"337","Freddie Swain","SEA","WR","0.0","1","0.0"
"337","Alex Erickson","CAR","WR","0.0","1","0.0"
"337","Terrace Marshall Jr.","CAR","WR","0.0","1","0.0"
"337","Bryan Edwards","LV","WR","0.0","1","0.0"
"337","Demarcus Robinson","KC","WR","0.0","1","0.0"
"337","Justin Hardee","NYJ","WR","0.0","1","0.0"
"337","Ashton Dulin","IND","WR","0.0","1","0.0"
"337","Amari Rodgers","GB","WR","0.0","1","0.0"
"337","Danny Amendola","HOU","WR","0.0","1","0.0"
"337","Kalif Raymond","DET","WR","0.0","1","0.0"
"337","Quez Watkins","PHI","WR","0.0","1","0.0"
"337","Penny Hart","SEA","WR","0.0","1","0.0"
"398","Jordan Love","GB","QB","-0.1","1","-0.1"
"399","Mitch Trubisky","BUF","QB","-0.2","1","-0.2"
"400","Wayne Gallman Jr.","Multi","RB","-0.3","1","-0.3"
"400","Phillip Lindsay","Multi","RB","-0.3","1","-0.3"
"402","Josh Rosen","ATL","QB","-0.8","1","-0.8"
"403","Los Angeles Chargers","LAC","DST","-1.0","1","-1.0"
"403","Feleipe Franks","ATL","QB","-1.0","1","-1.0"
"405","Isaiah McKenzie","BUF","WR","-2.0","1","-2.0"
"406","Buffalo Bills","BUF","DST","-4.0","1","-4.0"
""
""
